"","X","FID","density","basal","POINT_X","POINT_Y","Line","Type","distance"
"736",736,367,44.1718535496,3.62591778658,590094.356412,4577904.507,"East","Savanna",30761.632225787
"737",737,368,0,0,523474.574586,4590884.46582,"West","Prairie",-24013.5712181638
"738",738,368,95.1970674288,3.47306875591,584409.013291,4579378.055,"East","Forest",25584.854879718
"739",739,369,0,0,520216.749194,4592499.52371,"West","Prairie",-27483.8258709202
"740",740,369,180.638092622,18.3061345083,591457.45682,4586843.61482,"East","Forest",33686.3457160229
"741",741,370,0,0,520362.475919,4588479.75784,"West","Prairie",-26852.1972396062
"742",742,370,567.633296048,20.7089306275,590064.53059,4578701.34236,"East","Forest",30893.7826414282
"743",743,371,0,0,521164.338858,4588482.35329,"West","Prairie",-26051.7051777654
"744",744,371,848.763390647,55.0495690272,589951.469761,4581917.45861,"East","Forest",31633.4532242413
"745",745,372,51.9575868211,2.63272978381,524309.780573,4590079.7228,"West","Forest",-23069.1334073052
"746",746,372,88.4678420554,4.48273172291,585122.059961,4583395.64362,"East","Forest",27079.8851217412
"747",747,373,13.6450329728,2.57893701693,523313.894531,4595570.50317,"West","Savanna",-24426.9016418719
"748",748,373,235.574463912,16.2339586138,585204.823599,4580197.92507,"East","Forest",26587.7707907854
"749",749,374,62.8727142388,13.5078236032,589864.089689,4585136.31405,"East","Forest",31918.6584072079
"750",750,374,196.586718666,4.98059803196,519499.388604,4590095.87478,"West","Forest",-27846.0775889869
"751",751,375,5.22742671912,2.45011799889,518501.945347,4595574.65665,"West","Savanna",-29238.1121209434
"752",752,375,179.506743471,8.82286871814,591643.769766,4579532.28023,"East","Forest",32618.1375066827
"753",753,376,0,0,517002.463951,4592513.20431,"West","Prairie",-30658.0779481852
"754",754,376,80.4418319748,36.6844301045,589850.17846,4585942.5973,"East","Forest",31982.6749292369
"755",755,377,0,0,593184.351034,4581193.66725,"East","Prairie",34521.4883546678
"756",756,377,750.175406205,85.5268850158,519599.704215,4586867.75077,"West","Forest",-27575.5772033315
"757",757,378,3.52583384483,0.285850620677,589979.999627,4581109.66278,"East","Savanna",31418.4488381225
"758",758,378,25.916599106,11.6088069862,518608.825524,4592501.02032,"West","Savanna",-29069.7604542149
"759",759,379,0,0,593167.276119,4581996.63427,"East","Prairie",34726.1957063731
"760",760,379,83.8060147558,27.5174071366,518665.997946,4590894.46709,"West","Forest",-28771.1804820696
"761",761,380,17.9956838757,9.66566046797,523418.399396,4592504.50342,"West","Savanna",-24336.0882876834
"762",762,380,269.023050776,92.1496105095,584339.579085,4582587.94527,"East","Forest",26274.1770030345
"763",763,381,5.92986207608,0.270423491757,523502.820177,4590072.66339,"West","Savanna",-23868.2921706594
"764",764,381,144.299601594,71.7284512987,591665.133675,4578735.72571,"East","Forest",32465.8441959418
"765",765,382,36.6789978,18.1394699708,588337.97341,4582691.3698,"East","Savanna",30273.7631639327
"766",766,382,74.1070340679,17.5736753787,522830.836915,4586886.97018,"West","Forest",-24344.387783053
"767",767,383,57.7594289206,21.1894054667,522017.426852,4586890.03341,"West","Forest",-25157.7706008447
"768",768,383,66.5249697706,58.7879723282,591527.538964,4582756.98665,"East","Forest",33394.0602750176
"769",769,384,12.7343365562,2.99399877851,517167.167643,4587692.23684,"West","Savanna",-30015.270948784
"770",770,384,147.10746997,53.6691277907,591561.598011,4581144.78321,"East","Forest",32945.8418584161
"771",771,385,81.0938705396,10.0261724536,516223.493418,4591723.09992,"West","Forest",-31306.9209244228
"772",772,385,245.097219311,116.244268106,592497.945641,4577959.1412,"East","Forest",33117.5783870058
"773",773,386,0,0,524129.683079,4594914.40801,"West","Prairie",-23606.7849127276
"774",774,386,35.5781162475,24.517668729,589080.635019,4584312.65401,"East","Savanna",31077.8370298292
"775",775,387,0,0,516891.434012,4595575.05593,"West","Prairie",-30848.4119153432
"776",776,387,344.180690212,106.732145094,588364.811379,4581883.62826,"East","Forest",30118.7957366164
"777",777,388,41.3266138371,13.4019227629,517031.634862,4591707.15028,"West","Savanna",-30505.7434301694
"778",778,388,143.412046007,70.9239253531,585943.785522,4582618.26325,"East","Forest",27878.6662663609
"779",779,389,0,0,585185.088793,4581002.32892,"East","Prairie",26826.2857478548
"780",780,389,87.965573537,39.4023675886,519441.358562,4591691.15112,"West","Forest",-28124.431199609
"781",781,390,0,0,589900.473002,4583527.63766,"East","Prairie",31860.0053011506
"782",782,390,31.8031145822,5.10841569751,521047.507668,4591692.52622,"West","Savanna",-26535.7417078009
"783",783,391,0,0,588283.262656,4584295.27915,"East","Prairie",30280.8730156009
"784",784,391,18.2959597919,4.68170333022,520387.169919,4587673.94312,"West","Savanna",-26795.7242126249
"785",785,392,0,0,584370.794672,4580988.86904,"East","Prairie",26055.3578116664
"786",786,392,14.8440179793,4.48285865826,520333.320932,4589287.53107,"West","Savanna",-26937.3049150567
"787",787,393,0,0,588421.240521,4580270.76172,"East","Prairie",29686.2373211025
"788",788,393,20.0184513948,10.7521089842,524236.519563,4591697.44955,"West","Savanna",-23386.4060380114
"789",789,394,0,0,586056.809044,4577801.19435,"East","Prairie",26786.2601755494
"790",790,394,18.5849542785,4.5296420945,520304.1626,4590095.29716,"West","Savanna",-27046.3144737386
"791",791,395,11.4173286337,4.628196648,587662.866572,4577832.18912,"East","Savanna",28363.3796656961
"792",792,395,62.0432010306,13.9898005253,518637.377096,4591692.47759,"West","Forest",-28917.7605397329
"793",793,396,27.4438662441,15.4078616076,589268.077614,4577877.57272,"East","Savanna",29945.5690419785
"794",794,396,27.9621668314,0.481733728219,520987.014337,4593307.31946,"West","Savanna",-26807.5829109258
"795",795,397,30.8357035938,7.15610418847,584437.852224,4577767.08542,"East","Savanna",25199.5631438419
"796",796,397,73.5264520741,33.5307628597,524178.73219,4593316.66852,"West","Forest",-23623.0991099843
"797",797,398,8.23563805369,1.2352255815,517986.484959,4586878.13289,"West","Savanna",-29188.7220715615
"798",798,398,80.6999994956,32.7948172327,585245.437298,4577787.91715,"East","Forest",25991.3939843104
"799",799,399,1.76695268681,0.878316906928,586868.184068,4577814.46134,"East","Savanna",27582.0950487401
"800",800,399,58.4510515024,12.5578560219,520411.864215,4586868.12205,"West","Forest",-26763.427582049
"801",801,400,2.97166779656,0.164128526472,516122.781654,4594934.78313,"West","Savanna",-31613.4376228551
"802",802,400,37.7828805325,8.5194663257,591686.501073,4577939.1682,"East","Savanna",32332.4802952997
"803",803,401,0,0,586849.447503,4578624.09649,"East","Prairie",27744.085754996
"804",804,401,16.7307127052,2.06852885103,520245.340934,4591689.81691,"West","Savanna",-27329.168318655
"805",805,402,30.6982250614,55.9980728411,590690.516498,4584350.37473,"East","Savanna",32687.1364309243
"806",806,402,59.4929544695,1.35654862425,521906.083384,4590096.65218,"West","Forest",-25455.6108947152
"807",807,403,27.8931937568,14.7555722477,523535.091913,4589276.95617,"West","Savanna",-23747.4390298728
"808",808,403,94.0767480416,19.0677567367,593088.049724,4586876.66166,"East","Forest",35307.7991633888
"809",809,404,103.980593478,10.5375488792,516364.482298,4586892.08137,"West","Forest",-30810.6467467149
"810",810,404,222.049873874,85.1733491912,590725.240969,4582741.1208,"East","Forest",32629.8489450807
"811",811,405,0.334675526242,0.0610497331983,524449.308849,4586882.25301,"West","Prairie",-22725.9688013223
"812",812,405,24.0978682818,13.1019417052,583630.27636,4577746.24704,"East","Savanna",24408.7898282347
"813",813,406,18.7452716719,3.95132165121,517720.436887,4594906.30215,"West","Savanna",-30015.9521636868
"814",814,406,43.3253518421,11.9425842182,585234.998796,4578590.71862,"East","Savanna",26169.9050084889
"815",815,407,29.968517389,7.30411578318,521105.121402,4590095.97657,"West","Savanna",-26250.7939481134
"816",816,407,80.5184634426,9.17984421715,588391.655333,4581075.88829,"East","Forest",29890.7084994703
"817",817,408,124.738681734,42.9800956178,518580.267111,4593309.55016,"West","Forest",-29209.3573740265
"818",818,408,219.99890227,144.917615925,587538.341922,4582667.33032,"East","Forest",29473.8309683212
"819",819,409,0,0,586830.705667,4579433.72024,"East","Prairie",27928.6213348357
"820",820,409,24.3411902427,3.55215258607,516169.828743,4593339.25449,"West","Savanna",-31614.0485888637
"821",821,410,0,0,588469.884593,4578659.04046,"East","Prairie",29328.8708800302
"822",822,410,1.3717647053,0.625575092163,523390.4702,4593312.74751,"West","Savanna",-24409.5151491171
"823",823,411,0.592024921024,0.073195963092,588450.830432,4579465.62846,"East","Savanna",29502.3608682381
"824",824,411,37.1360138875,4.59137141928,522648.002219,4591695.74826,"West","Savanna",-24954.0167542419
"825",825,412,0.247450016862,0.0426308232439,593110.176357,4585227.64256,"East","Prairie",35161.4076871013
"826",826,412,2.50244935338,0.431123333163,524922.728551,4594920.58305,"West","Savanna",-22813.7156286329
"827",827,413,0.263048962838,0.0565144837797,585148.855373,4582593.2317,"East","Prairie",27083.4299490327
"828",828,413,7.50431807425,2.46401617275,524996.936443,4592505.88943,"West","Savanna",-22789.441733045
"829",829,414,0,0,590034.694299,4579498.17106,"East","Prairie",31045.8457246652
"830",830,414,7.36933867189,3.95814496231,521849.679848,4591695.23104,"West","Savanna",-25742.8510575031
"831",831,415,3.41592421706,1.01083061971,525071.726914,4590892.70649,"West","Savanna",-22438.7707216805
"832",832,415,17.8427009543,2.21505235511,588488.943362,4577852.44335,"East","Savanna",29176.6703023342
"833",833,416,0,0,590881.314912,4577921.82333,"East","Prairie",31537.8268491781
"834",834,416,20.1639626742,8.25552240178,518746.365282,4588482.22163,"West","Savanna",-28466.1748516698
"835",835,417,0,0,518787.550592,4586867.37078,"West","Prairie",-28387.7210927111
"836",836,417,12.8428554166,6.38392704561,589242.762373,4579481.90335,"East","Savanna",30273.57840698
"837",837,418,31.5969955016,12.9364306217,523605.804788,4587682.57286,"West","Savanna",-23578.4262043554
"838",838,418,244.821668972,223.295347284,589834.738394,4586820.03224,"East","Forest",32074.9416199766
"839",839,419,0,0,525116.739194,4590086.76786,"West","Prairie",-22270.5393121945
"840",840,419,78.0182722323,21.7033106835,584299.424489,4584192.53217,"East","Forest",26298.5563361058
"841",841,420,1.68447233968,0.372141143523,524944.860814,4594120.58632,"West","Savanna",-22811.2323162805
"842",842,420,178.37480732,94.3607383055,584256.368334,4585806.43087,"East","Forest",26411.656808651
"843",843,421,33.9074423825,11.1333882147,525026.712838,4591698.63649,"West","Savanna",-22607.758184815
"844",844,421,74.4999882307,25.6697968358,593097.708951,4586034.12558,"East","Forest",35221.7958147589
"845",845,422,0,0,585890.498155,4584222.74475,"East","Prairie",27888.2344071128
"846",846,422,112.975406069,11.4490966419,520274.750133,4590892.55835,"West","Forest",-27177.6874197532
"847",847,423,0,0,586685.733136,4584247.43528,"East","Prairie",28683.4414596921
"848",848,423,3.34083928695,0.555247667036,517195.436855,4586888.75022,"West","Savanna",-29979.7135556631
"849",849,424,0.708302423052,0.0147149875442,585095.259597,4584198.04411,"East","Savanna",27093.0472728912
"850",850,424,458.809303042,38.1270652742,517110.808263,4589302.54651,"West","Forest",-30150.7184990058
"851",851,425,0,0,516916.440583,4594906.78454,"West","Prairie",-30819.9325415466
"852",852,425,203.592376045,45.906991935,593220.568326,4580384.83179,"East","Forest",34351.5004008626
"853",853,426,0,0,586805.291685,4580233.40046,"East","Prairie",28125.9908810351
"854",854,426,3.54396725765,1.1636490554,521214.643234,4586879.08014,"West","Savanna",-25960.600525029
"855",855,427,0,0,524966.993497,4593320.58923,"West","Prairie",-22836.8117332961
"856",856,427,7.12108080298,0.422171673549,590007.348885,4580303.91826,"East","Savanna",31222.298052214
"857",857,428,0,0,549870.393581,4561227.23301,"West","Prairie",-10182.3319581142
"858",858,428,0.628219363486,0.134014172447,593309.397045,4577979.11398,"East","Savanna",33902.0975194321
"859",859,429,0,0,549801.120291,4562848.49382,"West","Prairie",-10221.1249936255
"860",860,429,0,0,561109.445082,4567053.99326,"East","Prairie",523.973458747367
"861",861,430,0,0,549078.454155,4561225.57951,"West","Prairie",-10974.0992982537
"862",862,430,326.687641991,82.7675357629,564405.222568,4563004.55031,"East","Forest",3624.46153878142
"863",863,431,0,0,549028.185526,4562838.37683,"West","Prairie",-10960.1809522629
"864",864,431,143.186516319,9.86730030654,561181.720045,4563014.10247,"East","Forest",401.148936960662
"865",865,432,0,0,549902.001264,4560422.85226,"West","Prairie",-10168.3222620447
"866",866,432,280.669550651,23.3236471171,560331.224362,4566226.01818,"East","Forest",560.094639691126
"867",867,433,0,0,549835.759558,4562037.86735,"West","Prairie",-10227.8042293354
"868",868,433,195.426977042,202.108618515,562798.058804,4562175.3487,"East","Forest",2133.79663110384
"869",869,434,0,0,550728.29531,4559635.53551,"West","Prairie",-9205.0208467757
"870",870,434,76.8624051662,70.1041600064,562810.474866,4561400.89086,"East","Forest",2119.65437673467
"871",871,435,0,0,550667.273413,4561243.3482,"West","Prairie",-9385.29485734411
"872",872,435,432.059550534,323.13744117,561818.529254,4564646.34906,"East","Forest",854.654494319773
"873",873,436,0,0,545656.549895,4562770.25159,"West","Prairie",-14231.8471973529
"874",874,436,61.9477910357,19.2103183272,564344.236915,4567056.50877,"East","Forest",3489.40042098768
"875",875,437,0,0,546651.916084,4561986.69912,"West","Prairie",-13407.5724117445
"876",876,437,68.5149390646,6.24906576971,561847.138295,4563023.82359,"East","Forest",1066.60513071125
"877",877,438,66.5910720439,37.3863512243,561254.487472,4558156.68051,"East","Forest",1297.96192802592
"878",878,438,78.8825656787,16.9474436639,554718.481693,4563711.46721,"West","Forest",-5333.81976121154
"879",879,439,0,0,552187.119882,4564492.14507,"West","Prairie",-7480.9076068902
"880",880,439,41.4890244355,3.57387582693,560417.034065,4561373.00017,"East","Savanna",348.052651584426
"881",881,440,24.5156908522,7.25461380348,553154.251145,4558854.01635,"West","Savanna",-6695.17382226747
"882",882,440,320.832779325,120.30059293,561166.326124,4563822.24927,"East","Forest",577.143112829265
"883",883,441,64.8422685517,22.342122457,552998.164084,4564506.24597,"West","Forest",-6687.82220624427
"884",884,441,92.9583621264,21.149111103,561201.124808,4562199.60865,"East","Forest",603.87830953745
"885",885,442,83.9152025608,26.7028493495,551393.299268,4563674.07944,"West","Forest",-8454.31629624956
"886",886,442,131.132814793,40.6649385424,564378.679297,4564613.6286,"East","Forest",3286.91670479673
"887",887,443,54.4958378508,46.5010474739,562025.533124,4558160.22294,"East","Forest",1789.16107486765
"888",888,443,95.355916995,44.887009819,553098.096076,4560470.6072,"West","Forest",-7008.59267321656
"889",889,444,77.175533977,59.6357659109,562862.293279,4558168.32656,"East","Forest",2438.39737829396
"890",890,444,152.628703425,44.8561012193,551376.07676,4564478.04025,"West","Forest",-8274.49033825985
"891",891,445,37.6977469811,15.2813842724,564391.952203,4563809.09444,"East","Savanna",3550.23816942028
"892",892,445,61.3849757313,21.4308119257,551410.523825,4562870.11107,"West","Forest",-8701.00964864144
"893",893,446,92.1460821323,2.84815764814,561232.55689,4560577.84449,"East","Forest",344.918146203633
"894",894,446,144.4321117,51.8880453352,553851.669369,4564511.14482,"West","Forest",-5860.32943226822
"895",895,447,56.639204134,19.6591632162,553955.152246,4559667.14747,"West","Forest",-6051.34970234208
"896",896,447,68.9355729235,28.223577664,562823.443816,4560591.74894,"East","Forest",1874.58027085168
"897",897,448,8.61500058768,3.63191731153,553873.47903,4562901.27095,"West","Savanna",-6300.17896829428
"898",898,448,19.5077403331,9.6474846968,563292.308671,4559786.04184,"East","Savanna",2310.14466373415
"899",899,449,0.43922142564,0.139097988345,560497.037001,4558147.71653,"East","Prairie",620.27868566103
"900",900,449,37.77953897,13.8596586659,552266.534236,4561267.9187,"West","Savanna",-7785.91967678522
"901",901,450,8.48298063056,2.5618402794,561244.586897,4559770.5712,"East","Savanna",288.456091647462
"902",902,450,337.409050607,104.803193638,546588.409073,4566828.13837,"West","Forest",-12620.8989560624
"903",903,451,103.450211864,5.92334655543,547441.989477,4564466.06599,"West","Forest",-12145.3350332048
"904",904,451,215.721447324,37.1646080587,559530.936714,4566210.80453,"East","Forest",61.3499631428303
"905",905,452,2.82891854693,0.103207261355,548251.424017,4565341.2421,"West","Savanna",-11238.1464839473
"906",906,452,11.3627904669,0.65061003317,561220.526416,4561385.10302,"East","Savanna",771.741474959113
"907",907,453,0,0,549014.681963,4564499.94447,"West","Prairie",-10587.3702838721
"908",908,453,0,0,562836.409298,4559782.59568,"East","Prairie",1856.3341649817
"909",909,454,7.07206853735,1.96374157127,547413.641589,4566077.57732,"West","Savanna",-12037.5455762967
"910",910,454,31.3278015756,10.1593800717,561249.53781,4558963.62985,"East","Savanna",679.104574162044
"911",911,455,0,0,562040.498549,4559776.59016,"East","Prairie",1067.9953835025
"912",912,455,26.2777720943,15.3390454896,554731.794336,4562906.89736,"West","Savanna",-5461.30650876669
"913",913,456,34.7951830264,16.3086560153,553068.888221,4561277.72737,"West","Savanna",-6983.59001632339
"914",914,456,803.942528911,361.005365881,561150.929659,4564630.39044,"East","Forest",248.811359940211
"915",915,457,0,0,562849.35259,4558975.46526,"East","Prairie",2047.71011925141
"916",916,457,550.123195564,99.2355473917,550605.846081,4562857.65861,"West","Forest",-9457.90551928597
"917",917,458,32.372118346,16.6820487863,551437.352297,4562064.11239,"West","Savanna",-8628.39682814618
"918",918,458,59.0315240641,29.1938335919,561131.52136,4566241.22471,"East","Forest",718.819010063106
"919",919,459,40.0519039591,8.84844528965,548267.243392,4564537.8505,"West","Savanna",-11318.7934021985
"920",920,459,162.175747654,34.1850763341,563356.760869,4558172.0053,"East","Forest",2857.4898094036
"921",921,460,100.501448044,15.1756009444,562015.500089,4561393.00339,"East","Forest",1411.34372859828
"922",922,460,221.097927307,47.5015567128,552212.845869,4562882.88197,"West","Forest",-7933.89906614904
"923",923,461,3.1341673327,0.134989012399,547507.824492,4559574.98107,"West","Savanna",-12386.7806302182
"924",924,461,107.037890724,6.29148037408,564354.219859,4566232.94167,"East","Forest",3221.46459007068
"925",925,462,0,0,550569.094007,4564470.03542,"West","Prairie",-9065.17418321597
"926",926,462,602.06439387,74.4372096304,564366.448024,4565423.29062,"East","Forest",3153.53266696959
"927",927,463,0,0,554662.940503,4566958.77318,"West","Prairie",-4832.52158298548
"928",928,463,124.796638018,61.7177404935,563554.689157,4566222.01218,"East","Forest",2445.48124675004
"929",929,464,0,0,551553.189744,4558839.37065,"West","Prairie",-8287.70354946166
"930",930,464,0,0,573439.768305,4559890.55534,"East","Prairie",12450.7225841971
"931",931,465,0,0,573339.689569,4564732.38976,"East","Prairie",12150.6046193712
"932",932,465,63.3246882902,11.7117890064,548271.025956,4562017.07964,"West","Forest",-11790.6963460025
"933",933,466,1.41508559039,0.861158377106,546604.209908,4565202.40052,"West","Savanna",-12891.2013525753
"934",934,466,542.423438228,125.881305948,565415.474929,4561409.4971,"East","Forest",4580.48946025664
"935",935,467,4.26431517155,0.449438161256,549847.642464,4566155.50652,"West","Savanna",-9602.60474856082
"936",936,467,121.805730826,28.8849014095,570931.915072,4564666.54295,"East","Forest",9754.52825124556
"937",937,468,3.65026260498,0.832326913177,552973.885197,4566118.13485,"West","Savanna",-6477.72628086809
"938",938,468,546.230736175,200.388140317,574082.544626,4567145.4551,"East","Forest",12971.4601545656
"939",939,469,0,0,552998.15014,4566938.78568,"West","Prairie",-6483.46310172193
"940",940,469,93.7520304799,19.4294857051,572671.450531,4558259.40565,"East","Forest",11806.1331893053
"941",941,470,7.4990453253,1.71751970329,548334.546271,4558784.31469,"West","Savanna",-11494.9703951197
"942",942,470,604.987937863,327.703994868,566969.27774,4564632.76226,"East","Forest",5822.03266949766
"943",943,471,55.0432052405,12.550861696,548235.598917,4566144.6228,"West","Forest",-11214.6465369726
"944",944,471,701.609336163,71.1021396077,567018.728299,4558203.52141,"East","Forest",6264.35707094059
"945",945,472,40.1030284514,22.8605675071,548255.264709,4562827.2008,"West","Savanna",-11703.9039499194
"946",946,472,79.0582967088,7.73147003382,566225.346378,4560612.57801,"East","Forest",5262.59033840478
"947",947,473,12.2628363035,4.97093669595,554788.580093,4558868.51762,"West","Savanna",-5075.07354570727
"948",948,473,246.089364936,52.8708164176,566215.570753,4558198.5339,"East","Forest",5489.6196963348
"949",949,474,136.2679599,23.4763181106,566221.177232,4561415.818,"East","Forest",5366.93356743597
"950",950,474,274.806638556,20.7477402802,546616.730736,4564394.27082,"West","Forest",-12972.1162674568
"951",951,475,0,0,569444.341058,4558220.28369,"East","Prairie",8633.00437176821
"952",952,475,117.450488402,20.234433905,548286.791047,4561206.95208,"West","Forest",-11765.980940559
"953",953,476,3.92536589063,2.01486941429,553913.143674,4561281.38065,"West","Savanna",-6139.58510849172
"954",954,476,77.6222360627,8.18100765191,567816.521116,4561428.38453,"East","Forest",6937.2228747705
"955",955,477,2.86996179626,0.843454041995,549762.11785,4564462.02981,"West","Savanna",-9858.49994318674
"956",956,477,229.05893774,45.1496261168,570200.88962,4561445.44341,"East","Forest",9299.87581276584
"957",957,478,11.1332981665,3.0688810437,547482.536214,4557960.12073,"West","Savanna",-12330.501678643
"958",958,478,69.8210266284,28.3384479491,567018.848624,4561422.10493,"East","Forest",6150.46341005338
"959",959,479,93.0252836455,9.80441424942,570980.349427,4562258.56897,"East","Forest",10198.6041754817
"960",960,479,146.283718586,19.2719941122,546591.688619,4566010.5237,"West","Forest",-12860.6695183786
"961",961,480,13.4987659367,3.75511918665,549041.619837,4566150.06915,"West","Savanna",-10408.6249442855
"962",962,480,105.637086571,46.3009430879,568631.039291,4559824.89078,"East","Forest",7643.08324620529
"963",963,481,213.227109601,154.394549018,567787.223366,4563833.70724,"East","Forest",6783.38333270603
"964",964,481,363.269210118,53.0125129994,546725.399576,4557954.20074,"West","Forest",-13087.6435206144
"965",965,482,11.3399115341,3.12583378472,551495.92212,4560454.73057,"West","Savanna",-8604.67867882848
"966",966,482,42.1403991893,4.4413939318,569277.609104,4567064.69222,"East","Savanna",8211.32630517125
"967",967,483,8.18296150735,4.02197676303,551527.669737,4559651.34854,"West","Savanna",-8420.02376676421
"968",968,483,271.926911885,61.866542609,570252.723449,4558228.83481,"East","Forest",9424.73756075309
"969",969,484,23.4581769339,3.42329290514,545617.506725,4557945.44758,"West","Savanna",-14195.5487025414
"970",970,484,257.166981399,76.1001247854,566192.782703,4563020.27144,"East","Forest",5412.05235292024
"971",971,485,13.312562308,4.88379621849,553826.613096,4566126.5637,"West","Savanna",-5625.09808405568
"972",972,485,87.8785225974,32.0606673496,566206.980473,4562218.04821,"East","Forest",5482.51708610011
"973",973,486,5.75263935561,0.862811994267,546684.187395,4560366.46736,"West","Savanna",-13314.2861217247
"974",974,486,63.6597309891,11.9027820077,571045.771255,4559046.45913,"East","Forest",10098.5559546339
"975",975,487,15.3197926582,2.86441914818,549766.89399,4565310.61886,"West","Savanna",-9731.99564490317
"976",976,487,137.34700207,25.6804639237,571866.278158,4558248.39571,"East","Forest",11011.7015436763
"977",977,488,12.9956080966,7.21712911247,553181.200868,4558044.54394,"West","Savanna",-6631.21176275163
"978",978,488,167.239957013,61.3530176043,570915.715437,4567078.62293,"East","Forest",9827.01122299521
"979",979,489,85.1149480388,29.844839482,548352.876025,4557978.63969,"West","Forest",-11459.9838349582
"980",980,489,770.015713843,81.1559260152,571013.31911,4560655.89678,"East","Forest",10047.4117420873
"981",981,490,2.47667683313,0.371465399697,551578.712976,4558027.38184,"West","Savanna",-8233.77970238954
"982",982,490,236.560375265,88.7015144397,565299.003038,4563012.41472,"East","Forest",4518.25355422467
"983",983,491,0,0,553939.549092,4558053.81088,"West","Prairie",-5872.81021774998
"984",984,491,144.828949149,46.0863525626,570173.303534,4563048.7437,"East","Forest",9286.84542596258
"985",985,492,3.26866891884,1.19913150722,552327.481728,4559657.41919,"West","Savanna",-7635.67657989423
"986",986,492,176.638098868,34.8169960122,566994.897167,4563026.53681,"East","Forest",6214.18457319769
"987",987,493,8.04923218612,2.03930307485,552340.751237,4558038.84234,"West","Savanna",-7471.65559103461
"988",988,493,597.616209729,62.9858534447,568589.562702,4563034.70265,"East","Forest",7762.60634835378
"989",989,494,0,0,554679.344354,4566134.98656,"West","Prairie",-4772.517240234
"990",990,494,69.3178162735,25.4296717009,570143.596818,4564652.51513,"East","Forest",8970.78067118534
"991",991,495,0.906847151363,0.191154593342,549958.260527,4558000.52398,"West","Savanna",-9854.45077079157
"992",992,495,82.2325464556,21.6672800834,567777.432854,4564634.61246,"East","Forest",6621.77633969769
"993",993,496,0.300771079018,0.0908321613197,549226.492533,4557987.49537,"West","Prairie",-10586.3311505389
"994",994,496,71.4564661477,13.3605770301,567806.7675,4562230.59324,"East","Forest",7068.1959826361
"995",995,497,0.0818669575458,0.0507747020076,551332.591657,4566088.6889,"West","Prairie",-8119.23191984455
"996",996,497,65.0868032161,23.8774982656,566176.953809,4563825.59156,"East","Forest",5224.76245495927
"997",997,498,0.0795430028176,0.0356296504428,546634.886822,4562800.42944,"West","Prairie",-13274.7580240591
"998",998,498,188.848166827,79.7104185282,566229.514586,4559809.33104,"East","Forest",5242.61160940768
"999",999,499,6.83815362019,2.93827215802,545640.325422,4566002.05091,"West","Savanna",-13768.581215514
"1000",1000,499,224.617610203,34.7137040232,569432.136003,4559831.05412,"East","Forest",8443.95251123329
"1001",1001,500,20.9731226619,3.36883448177,551378.644244,4566917.92221,"West","Savanna",-8079.62299569925
"1002",1002,500,282.41172097,133.941722803,572580.302176,4561485.49296,"East","Forest",11668.7782626931
"1003",1003,501,31.4186985834,8.15108585254,546712.414983,4558757.09056,"West","Savanna",-13113.5930906116
"1004",1004,501,112.118026722,62.2649027792,567823.232913,4560623.55583,"East","Forest",6858.75709715815
"1005",1005,502,67.21755197,25.2041308693,571831.433976,4559865.78835,"East","Forest",10842.6267696902
"1006",1006,502,79.6648831524,29.8714261649,549773.565569,4563655.03945,"West","Forest",-10022.3899450444
"1007",1007,503,10.4597634663,4.24003230237,554783.002663,4559670.80358,"West","Savanna",-5255.09288007545
"1008",1008,503,11.2440277322,2.02828612916,567029.72861,4559814.02918,"East","Savanna",6042.3896359024
"1009",1009,504,32.2763567771,1.60275779494,568633.113416,4558214.39648,"East","Savanna",7838.68479959253
"1010",1010,504,43.8175141244,25.6662774134,546699.430077,4559559.96626,"West","Savanna",-13188.4723950646
"1011",1011,505,0,0,549835.634896,4566931.74118,"West","Prairie",-9500.64875034615
"1012",1012,505,262.54619685,21.8175959346,569393.846201,4562235.61798,"East","Forest",8641.94623577755
"1013",1013,506,15.0050840934,2.73714780045,549122.58646,4559604.22041,"West","Savanna",-10788.3629249267
"1014",1014,506,542.553312739,67.0794604152,570996.202864,4561456.25371,"East","Forest",10090.8117621219
"1015",1015,507,2.55525704385,0.704353713194,550836.94165,4558014.11469,"West","Savanna",-8975.66494762714
"1016",1016,507,209.514698558,231.009958474,572492.882767,4567111.3774,"East","Forest",11391.3594225905
"1017",1017,508,69.458219126,10.1361597454,569418.857417,4560632.84347,"East","Forest",8453.2341737128
"1018",1018,508,104.795940736,9.61126053791,554757.392216,4561285.02292,"West","Forest",-5295.6698867498
"1019",1019,509,87.1466306535,8.83156990606,565417.733114,4558192.70317,"East","Forest",4729.69789993569
"1020",1020,509,88.3421869799,8.05745643526,554692.258103,4565325.51401,"West","Forest",-4854.21655330658
"1021",1021,510,75.2502956994,15.0231757283,548261.256255,4563682.52952,"West","Forest",-11488.2844076073
"1022",1022,510,404.991650568,251.179853138,572539.553608,4563895.49593,"East","Forest",11440.3041382626
"1023",1023,511,0.937284614122,0.228440908653,546668.944216,4561172.9573,"West","Savanna",-13384.1836013838
"1024",1024,511,154.711411627,14.1108172871,571788.251918,4561470.877,"East","Forest",10879.5621821676
"1025",1025,512,0,0,567821.886833,4558208.50151,"East","Prairie",7045.46835467707
"1026",1026,512,55.4864335778,22.7172358329,549928.959149,4559618.45082,"West","Forest",-9992.09729554891
