FID,TRP,TRP_X,TRP_Y,x,y,version,entry_id,timestamp,reader_ini,surveyor_n,volume,page,year,state,hubtack_co,baseline,meridian,township,townshipdi,rangenum,rangedir,sectiona,sectionb,interiorse,interiordi,refcorner,traveldir,secondpass,chains,typecorner,cornerid,species,speciescod,verbatim,L1_tree1,L3_tree1,diameter,bearing,degrees,bearingdir,chainstree,species2,speciesc_1,verbatim2,L1_tree2,L3_tree2,diameter2,bearing2,degrees2,bearingd_1,chainstr_1,species3,speciesc_2,verbatim3,L1_tree3,L3_tree3,diameter3,bearing3,degrees3,bearingd_2,chainstr_2,species4,speciesc_3,verbatim4,L1_tree4,L3_tree4,diameter4,bearing4,degrees4,bearingd_3,chainstr_3,ecotype,ecotypenot,ecotype2,ecotypen_1,ecotype3,ecotypen_2,water,nodata,notree,feature,featurenot,timbernote,understory,landnotes,landnotesv,generalnot,recheck,reason,fixed,X_UTM,Y_UTM
1814,33N4E2,4.033333333330000,33.000000000000000,766224.380000000000000,529764.660000000030000,1.5-1,639091, ,kbauer3,Reuben J. Dawson,999,94,1834,IN,Marshall,2,2,33,N,4,E,22,23,0, ,500300,N,N,80.000000000000000,Section,500400,Elm,EL,elm,elm,Elm,14,N,63.25,E,10,Sugar Maple,SU,sugar,sugar,Maple,8,N,66.75,W,26, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,", , , , , ,580523.806687999980000,4572914.158510000400000
1815,33N4E2,4.033333333330000,33.000000000000000,764578.989999999990000,528185.189999999940000,1.5-1,639131, ,kbauer3,Reuben J. Dawson,999,98,1834,IN,Marshall,2,2,33,N,4,E,27,28,0, ,400200,N,N,80.000000000000000,Section,400300,Elm,EL,elm,elm,Elm,30,S,80,W,8.5,Bur Oak,BR,burr oak,burr oak,Oak,24,N,63,E,53, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"3rd,Wet,", , , , , ,578954.397711999950000,4571260.096739999900000
1816,33N4E2,4.033333333330000,33.000000000000000,766951.135600000040000,524908.940900000050000,1.5-1,638229, ,kbauer3,Robert Clark,999,77,1834,IN,Marshall,2,2,33,N,4,E,0,0,35,S,600100,W,N,40.000000000000000,(1/4) Section,540100,Elm,EL,elm,elm,Elm,16,N,41.5,E,91,Spanish Oak,PQ,Sp Oak,Sp Oak,Oak,14,N,88,W,178, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,581470.922865999980000,4568093.875029999800000
1817,33N4E2,4.033333333330000,33.000000000000000,764546.097700000040000,525768.821699999970000,1.5-1,639118, ,kbauer3,Reuben J. Dawson,999,97,1834,IN,Marshall,2,2,33,N,4,E,33,34,0, ,400100,N,N,40.000000000000000,(1/4) Section,400140,Hickory,HI,hickory,hickory,Hickory,18,S,54.5,W,38.5,Beech,BE,beech,beech,Beech,26,E,0,NA,15, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,579032.115278000010000,4568843.305150000400000
1818,33N4E2,4.033333333330000,33.000000000000000,769416.709999999960000,528088.199999999950000,1.5-1,638288, ,kbauer3,Robert Clark,999,81,1834,IN,Marshall,2,2,33,N,4,E,0,0,24,E,700400,S,N,80.000000000000000,Section,700300,Hickory,HI,Hickory,Hickory,Hickory,16,N,85.75,W,194,White Oak,WO,w oak,w oak,Oak,18,S,23,W,194, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Marshy,", , , , , ,583785.548378000040000,4571384.543689999700000
1819,33N4E2,4.033333333330000,33.000000000000000,762946.239999999990000,526609.439999999940000,1.5-1,639192, ,kbauer3,Reuben J. Dawson,999,102,1834,IN,Marshall,2,2,33,N,4,E,32,33,0, ,300100,N,N,80.000000000000000,Section,300200,Hickory,HI,hickory,hickory,Hickory,8,N,64.25,E,7,Butternut,BU,butternut,butternut,Walnut,8,S,62.75,W,36, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Rolling,", , , , ,AH changed degrees1 to 64.25,577397.485449000030000,4569610.285650000000000
1820,33N4E2,4.033333333330000,33.000000000000000,760520.187999999970000,529889.072700000020000,1.5-1,639255, ,kbauer3,Reuben J. Dawson,999,112,1834,IN,Marshall,2,2,33,N,4,E,18,19,0, ,100400,E,Y,45.729999999999997,(1/4) Section,140400,Ironwood,IR,ironwood,ironwood,Ironwood,8,N,40,E,20.5,Beech,BE,beech,beech,Beech,20,S,15,W,20, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,574826.852395000050000,4572777.216369999600000
1821,33N4E2,4.033333333330000,33.000000000000000,766275.239999999990000,532980.359999999990000,1.5-1,639113, ,kbauer3,Reuben J. Dawson,999,96,1834,IN,Marshall,2,2,33,N,4,E,10,11,0, ,500500,N,N,80.000000000000000,Section,500600,Ironwood,IR,ironwood,ironwood,Ironwood,8,N,77.75,W,28.5,Beech,BE,beech,beech,Beech,18,S,74,E,68, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , ,land N of marsh good 2nd rate rolling, , , , ,580427.474148000010000,4576130.602439999600000
1822,33N4E2,4.033333333330000,33.000000000000000,761454.064400000030000,533913.973899999980000,1.5-1,639276, ,kbauer3,Reuben J. Dawson,999,115,1834,IN,Marshall,2,2,33,N,4,E,5,6,0, ,200600,N,N,40.000000000000000,(1/4) Section,200640,Ironwood,IR,ironwood,ironwood,Ironwood,7,N,30.75,W,12,Beech,BE,beech,beech,Beech,24,S,84,E,30, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,575574.308874999990000,4576842.875160000300000
1823,33N4E2,4.033333333330000,33.000000000000000,763825.808500000040000,531422.706400000020000,1.5-1,639215, ,kbauer3,Reuben J. Dawson,999,106,1834,IN,Marshall,2,2,33,N,4,E,9,16,0, ,400500,W,Y,40.119999999999997,(1/4) Section,340500,Ironwood,IR,ironwood,ironwood,Ironwood,8,S,52.5,W,4.5,Aspen,AS,poplar,poplar,Poplar/tulip poplar,30,N,7.5,E,24.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,578054.789303999980000,4574461.565229999800000
1824,33N4E2,4.033333333330000,33.000000000000000,761328.819999999950000,526643.589999999970000,1.5-1,639231, ,kbauer3,Reuben J. Dawson,999,108,1834,IN,Marshall,2,2,33,N,4,E,31,32,0, ,200100,N,N,80.000000000000000,Section,200200,Maple,MA,maple,maple,Maple,14,S,59.5,W,14,White Ash,WA,w ash,w ash,Ash,14,N,34,E,0.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Rolling,", , , , , ,575782.229334000030000,4569570.318610000400000
1825,33N4E2,4.033333333330000,33.000000000000000,760597.051899999960000,533118.645999999950000,1.5-1,639275, ,kbauer3,Reuben J. Dawson,999,114,1834,IN,Marshall,2,2,33,N,4,E,6,7,0, ,100600,E,Y,43.420000000000002,(1/4) Section,140600,Maple,MA,maple,maple,Maple,18,N,65,E,12,White Ash,WA,w ash,w ash,Ash,18,S,73,W,45, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , ,"date: april 28, 1834", , , ,574755.635836999980000,4576008.680049999600000
1826,33N4E2,4.033333333330000,33.000000000000000,763006.699099999970000,530637.537000000010000,1.5-1,639211, ,kbauer3,Reuben J. Dawson,999,105,1834,IN,Marshall,2,2,33,N,4,E,16,17,0, ,300400,N,N,40.000000000000000,(1/4) Section,300440,Maple,MA,maple,maple,Maple,22,N,42.5,E,16.5,Black Ash,BA,b ash,b ash,Ash,8,S,75,W,10, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,577273.460817000010000,4573639.261389999700000
1827,33N4E2,4.033333333330000,33.000000000000000,767839.650000000020000,529734.620000000000000,1.5-1,639039, ,kbauer3,Reuben J. Dawson,999,89,1834,IN,Marshall,2,2,33,N,4,E,23,24,0, ,600300,N,N,80.000000000000000,Section,600400,Maple,MA,maple,maple,Maple,10,S,63.25,E,31,Basswood,BD,lynn,lynn,Basswood,99999,N,64,W,43, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , ,Land N of Marsh same, , , ,2-27-15 JP changed tree2 diameter from 0 to 99999,582136.803760000040000,4572958.058659999600000
1828,33N4E2,4.033333333330000,33.000000000000000,764631.150000000020000,531402.739999999990000,1.5-1,639163, ,kbauer3,Reuben J. Dawson,999,100,1834,IN,Marshall,2,2,33,N,4,E,15,16,0, ,400400,N,N,80.000000000000000,Section,400500,Maple,MA,maple,maple,Maple,8,N,86,E,5.5,Maple,MA,do,maple,Maple,10,N,75.25,W,28, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Level,", , , , , ,578859.234062999950000,4574478.494459999700000
1829,33N4E2,4.033333333330000,33.000000000000000,764617.508999999960000,530598.364500000030000,1.5-1,639159, ,kbauer3,Reuben J. Dawson,999,100,1834,IN,Marshall,2,2,33,N,4,E,15,16,0, ,400400,N,N,40.000000000000000,(1/4) Section,400440,Maple,MA,maple,maple,Maple,18,N,86.25,E,7,Maple,MA,do,maple,Maple,12,N,88.5,W,14.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,578882.426943000060000,4573673.890040000000000
1830,33N4E2,4.033333333330000,33.000000000000000,760450.583300000060000,526664.875699999980000,1.5-1,639234, ,kbauer3,Reuben J. Dawson,999,108,1834,IN,Marshall,2,2,33,N,4,E,30,31,0, ,100200,E,Y,47.479999999999997,(1/4) Section,140200,Sugar Maple,SU,sugar,sugar,Maple,36,N,10.75,W,20.5,Sugar Maple,SU,do,sugar,Maple,8,S,24.75,W,18, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,574905.044525000030000,4569551.346230000300000
1831,33N4E2,4.033333333330000,33.000000000000000,762161.506399999950000,528228.074900000010000,1.5-1,639245, ,kbauer3,Reuben J. Dawson,999,109,1834,IN,Marshall,2,2,33,N,4,E,20,29,0, ,300300,W,Y,40.020000000000003,(1/4) Section,240300,Maple,MA,maple,maple,Maple,14,S,64,E,21,Aspen,AS,poplar,poplar,Poplar/tulip poplar,24,N,9,E,12.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,576540.473475000010000,4571192.230730000000000
1832,33N4E2,4.033333333330000,33.000000000000000,763798.399600000000000,529813.195100000010000,1.5-1,639210, ,kbauer3,Reuben J. Dawson,999,105,1834,IN,Marshall,2,2,33,N,4,E,16,21,0, ,400400,W,Y,40.049999999999997,(1/4) Section,340400,Maple,MA,maple,maple,Maple,10,S,6.5,E,24,Sycamore,SY,sycamore,sycamore,Sycamore,12,N,42,E,9.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,578101.095564999970000,4572851.586400000400000
1833,33N4E2,4.033333333330000,33.000000000000000,766147.729999999980000,524927.329999999960000,1.5-1,638234, ,kbauer3,Robert Clark,999,78,1834,IN,Marshall,2,2,33,N,4,E,0,0,35,S,600100,W,N,80.000000000000000,Section,500100,White Oak,WO,w oak,w oak,Oak,14,N,0,NA,60,Black Ash,BA,b ash,b ash,Ash,13,N,61.75,W,33, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Swamp,PoorSoil,Barrens,",low bottom of Tippecanoe River, , , , ,580668.532391999960000,4568075.490930000300000
1834,33N4E2,4.033333333330000,33.000000000000000,766254.075599999980000,532169.666500000050000,1.5-1,639111, ,kbauer3,Reuben J. Dawson,999,96,1834,IN,Marshall,2,2,33,N,4,E,10,11,0, ,500500,N,N,40.000000000000000,(1/4) Section,500540,Bur Oak,BR,burr oak,burr oak,Oak,12,N,59.5,E,35.5,Black Ash,BA,b ash,b ash,Ash,6,N,85.25,W,40, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,580443.438547000060000,4575319.350030000300000
1835,33N4E2,4.033333333330000,33.000000000000000,761357.920000000040000,528242.370000000000000,1.5-1,639241, ,kbauer3,Reuben J. Dawson,999,109,1834,IN,Marshall,2,2,33,N,4,E,29,30,0, ,200200,N,N,80.000000000000000,Section,200300,Oak,OA,p oak,p oak,Oak,8,N,24.5,E,12,Black Ash,BA,b ash,b ash,Ash,7,S,15.5,W,12, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Marshy,Wet,", , , , , ,575738.071491000010000,4571169.697069999800000
1836,33N4E2,4.033333333330000,33.000000000000000,761398.000800000040000,530671.713800000030000,1.5-1,639258, ,kbauer3,Reuben J. Dawson,999,112,1834,IN,Marshall,2,2,33,N,4,E,17,18,0, ,200400,N,N,40.000000000000000,(1/4) Section,200440,White Oak,WO,w oak,w oak,Oak,10,N,81,E,495,Elm,EL,elm,elm,Elm,18,N,64,E,549, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,575666.836085999970000,4573599.707370000000000
1837,33N4E2,4.033333333330000,33.000000000000000,767769.532499999970000,525700.210100000030000,1.5-1,639008, ,kbauer3,Reuben J. Dawson,999,88,1834,IN,Marshall,2,2,33,N,4,E,35,36,0, ,600100,N,N,40.000000000000000,(1/4) Section,600140,White Oak,WO,w oak,w oak,Oak,30,N,67.5,W,27.5,Hickory,HI,Hickory,Hickory,Hickory,18,S,15,E,24, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,582251.265616000050000,4568922.253630000200000
1838,33N4E2,4.033333333330000,33.000000000000000,764591.425799999970000,528989.588899999970000,1.5-1,639150, ,kbauer3,Reuben J. Dawson,999,99,1834,IN,Marshall,2,2,33,N,4,E,21,22,0, ,400300,N,N,40.000000000000000,(1/4) Section,400340,Bur Oak,BR,burr oak,burr oak,Oak,40,N,77.75,E,34,Hickory,HI,hickory,hickory,Hickory,20,S,62.75,W,24.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,578930.005614000020000,4572064.690449999600000
1839,33N4E2,4.033333333330000,33.000000000000000,769508.204200000040000,532124.346900000000000,1.5-1,638266, ,kbauer3,Robert Clark,999,81,1834,IN,Marshall,2,2,33,N,4,E,0,0,12,E,700600,S,N,40.000000000000000,(1/4) Section,700540,White Oak,WO,w oak,w oak,Oak,29,N,53,W,63,Hickory,HI,hicky,hicky,Hickory,6,S,87,W,28, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,583692.382792999970000,4575422.970689999900000
1840,33N4E2,4.033333333330000,33.000000000000000,767050.743299999970000,531346.535700000010000,1.5-1,639110, ,kbauer3,Reuben J. Dawson,999,96,1834,IN,Marshall,2,2,33,N,4,E,11,14,0, ,600500,W,Y,40.070000000000000,(1/4) Section,540500,White Oak,WO,w oak,w oak,Oak,20,N,42,W,824, , , ,NA,NA,0, ,0, ,0, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,581275.969081999970000,4574533.095309999800000
1841,33N4E2,4.033333333330000,33.000000000000000,767882.607100000020000,532145.264700000060000,1.5-1,639055, ,kbauer3,Reuben J. Dawson,999,91,1834,IN,Marshall,2,2,33,N,4,E,11,12,0, ,600500,N,N,40.000000000000000,(1/4) Section,600540,White Oak,WO,w oak,w oak,Oak,20,N,51,E,821, , , ,NA,NA,0, ,0, ,0, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,582069.450835000030000,4575369.500989999600000
1842,33N4E2,4.033333333330000,33.000000000000000,767827.052099999970000,528929.106900000010000,1.5-1,639036, ,kbauer3,Reuben J. Dawson,999,89,1834,IN,Marshall,2,2,33,N,4,E,23,24,0, ,600300,N,N,40.000000000000000,(1/4) Section,600340,White Oak,WO,w oak,w oak,Oak,24,S,73.5,W,567,White Oak,WO,do,w oak,Oak,20,N,0.25,E,967, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,582161.058881000030000,4572152.345320000300000
1843,33N4E2,4.033333333330000,33.000000000000000,768712.563599999990000,532948.227300000030000,1.5-1,639066, ,kbauer3,Reuben J. Dawson,999,92,1834,IN,Marshall,2,2,33,N,4,E,1,12,0, ,700600,W,Y,40.000000000000000,(1/4) Section,640600,Bur Oak,BR,burr oak,burr oak,Oak,12,S,42.25,W,287,Bur Oak,BR,do,burr oak,Oak,20,N,22.5,E,156, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,582860.850196999960000,4576210.039160000200000
1844,33N4E2,4.033333333330000,33.000000000000000,768570.875800000040000,524881.214999999970000,1.5-1,638223, ,kbauer3,Robert Clark,999,77,1834,IN,Marshall,2,2,33,N,4,E,0,0,36,S,700100,W,N,40.000000000000000,(1/4) Section,640100,White Oak,WO,W oak,W oak,Oak,15,N,50,W,62,White Oak,WO,do,W oak,Oak,12,N,27.5,E,20, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,583088.193984000010000,4568140.261289999800000
1845,33N4E2,4.033333333330000,33.000000000000000,766980.042000000020000,526527.819699999990000,1.5-1,639278, ,kbauer3,Reuben J. Dawson,999,116,1834,IN,Marshall,2,2,33,N,4,E,26,35,0, ,600200,W,Y,39.899999999999999,(1/4) Section,540200,Red Oak,RO,red oak,red oak,Oak,12,S,82.25,W,96,White Oak,WO,w oak,w oak,Oak,18,N,29,W,56, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,581425.755225999980000,4569713.381719999900000
1846,33N4E2,4.033333333330000,33.000000000000000,769528.489999999990000,532940.020000000020000,1.5-1,638259, ,kbauer3,Robert Clark,999,80,1834,IN,Marshall,2,2,33,N,4,E,0,0,1,E,700700,S,N,75.049999999999997,Section,700600,White Oak,WO,w oak,w oak,Oak,16,S,10,W,20,White Oak,WO,do,w oak,Oak,14,N,31,W,25, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Level,GoodSoil,Barrens,",land notes reference area N of marsh, , , , ,583675.342015999950000,4576239.165300000500000
1847,33N4E2,4.033333333330000,33.000000000000000,768593.305000000050000,526498.072900000030000,1.5-1,639019, ,kbauer3,Reuben J. Dawson,999,88,1834,IN,Marshall,2,2,33,N,4,E,25,36,0, ,700200,W,Y,39.820000000000000,(1/4) Section,640200,Black Oak,BO,b oak,b oak,Oak,20,S,25.5,E,189,White Oak,WO,w oak,w oak,Oak,12,N,63,W,302, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,M,post in marsh, , , , , , , , , , , , , , , , , ,583036.684342999940000,4569757.457290000300000
1848,33N4E2,4.033333333330000,33.000000000000000,769487.920000000040000,531308.670000000040000,1.5-1,638272, ,kbauer3,Robert Clark,999,81,1834,IN,Marshall,2,2,33,N,4,E,0,0,12,E,700600,S,N,80.000000000000000,Section,700500,White Oak,WO,w oak,w oak,Oak,28,S,48,W,43,Yellow Oak,YO,y oak,y oak,Oak,9,N,65,W,65, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Rolling,Sandy,Barrens,", , , , , ,583709.423916000060000,4574606.765169999600000
1849,33N4E2,4.033333333330000,33.000000000000000,767868.579999999960000,531334.089999999970000,1.5-1,639050, ,kbauer3,Reuben J. Dawson,999,90,1834,IN,Marshall,2,2,33,N,4,E,13,14,0, ,600400,N,N,80.000000000000000,Section,600500,White Oak,WO,w oak,w oak,Oak,48,S,85.5,E,43,White Oak,WO,do,w oak,Oak,30,N,72,W,59, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , ,"land S of swamp 2nd rate, land N of swamp 3rd rate", , , , ,582092.543232999970000,4574558.084499999900000
1850,33N4E2,4.033333333330000,33.000000000000000,767913.523300000000000,533726.467799999980000,1.5-1,639068, ,kbauer3,Reuben J. Dawson,999,92,1834,IN,Marshall,2,2,33,N,4,E,1,2,0, ,600600,N,N,40.000000000000000,(1/4) Section,600640,Bur Oak,BR,burr oak,burr oak,Oak,14,S,82.5,W,245,White Oak,WO,w oak,w oak,Oak,9,N,81,W,256, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,582027.998706000040000,4576951.318490000400000
1851,33N4E2,4.033333333330000,33.000000000000000,767854.115600000020000,530534.356000000030000,1.5-1,639046, ,kbauer3,Reuben J. Dawson,999,90,1834,IN,Marshall,2,2,33,N,4,E,13,14,0, ,600400,N,N,40.000000000000000,(1/4) Section,600440,White Oak,WO,w oak,w oak,Oak,12,S,76.25,E,23,White Oak,WO,do,w oak,Oak,10,S,2.25,W,6, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,582114.674770000040000,4573758.076070000400000
1852,33N4E2,4.033333333330000,33.000000000000000,769433.457399999960000,528893.651900000060000,1.5-1,638285, ,kbauer3,Robert Clark,999,81,1834,IN,Marshall,2,2,33,N,4,E,0,0,24,E,700400,S,N,40.000000000000000,(1/4) Section,700340,White Oak,WO,w oak,w oak,Oak,18,S,8.67,W,505,White Oak,WO,do,w oak,Oak,19,S,10.5,W,535, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , ,those bearing trees are on an island of 1/4 of an acre with 3 trees on it, , , , ,583765.451404000050000,4572190.395600000400000
1853,33N4E2,4.033333333330000,33.000000000000000,769394.648300000000000,525679.077799999970000,1.5-1,639003, ,kbauer3,Robert Clark,999,82,1834,IN,Marshall,2,2,33,N,4,E,0,0,36,E,700200,S,N,40.000000000000000,(1/4) Section,700140,White Oak,WO,w oak,w oak,Oak,14,N,50,W,152,White Oak,WO,do,w oak,Oak,10,S,22,W,67, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,583873.615988999950000,4568975.464710000000000
1854,33N4E2,4.033333333330000,33.000000000000000,769469.063700000060000,530503.889100000030000,1.5-1,638279, ,kbauer3,Robert Clark,999,81,1834,IN,Marshall,2,2,33,N,4,E,0,0,13,E,700500,S,N,40.000000000000000,(1/4) Section,700440,White Oak,WO,w oak,w oak,Oak,30,N,17.25,W,397,White Oak,WO,do,w oak,Oak,20,S,43.5,W,434, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,583727.390350000000000,4573801.508580000100000
1855,33N4E2,4.033333333330000,33.000000000000000,769402.079999999960000,526486.280000000030000,1.5-1,638999, ,kbauer3,Robert Clark,999,82,1834,IN,Marshall,2,2,33,N,4,E,0,0,25,E,700300,S,N,80.000000000000000,Section,700200,White Oak,WO,w oak,w oak,Oak,18,N,33,W,222,White Oak,WO,do,w oak,Oak,17,S,70,W,328, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,M,enter marsh, , , , , , , , , , , ,"Level,PoorSoil,", , , , , ,583844.149194000060000,4569782.661329999600000
1856,33N4E2,4.033333333330000,33.000000000000000,769540.417800000050000,533693.398700000020000,1.5-1,638255, ,kbauer3,Robert Clark,999,80,1834,IN,Marshall,2,2,33,N,4,E,0,0,1,E,700700,S,N,35.049999999999997,(1/4) Section,700640,White Oak,WO,w oak,w oak,Oak,16,N,18,W,37,White Oak,WO,do,w oak,Oak,14,S,83,W,67, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,583652.807712999990000,4576992.707829999700000
1857,33N4E2,4.033333333330000,33.000000000000000,763033.125099999950000,532250.867199999980000,1.5-1,639216, ,kbauer3,Reuben J. Dawson,999,106,1834,IN,Marshall,2,2,33,N,4,E,8,9,0, ,300500,N,N,40.000000000000000,(1/4) Section,300540,Bur Oak,BR,burr oak,burr oak,Oak,12,N,72.5,E,284,Willow,WI,willow,willow,Willow,5,N,76.5,W,24, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,M,in marsh, , , , , , , , , , , , , , , , , ,577225.982475999980000,4575252.995360000100000
1858,33N4E2,4.033333333330000,33.000000000000000,763045.790000000040000,533059.060000000060000,1.5-1,639219, ,kbauer3,Reuben J. Dawson,999,106,1834,IN,Marshall,2,2,33,N,4,E,8,9,0, ,300500,N,N,80.000000000000000,Section,300600,Aspen,AS,aspen,aspen,Poplar,10,N,62,W,64,Black Ash,BA,b ash,b ash,Ash,99999,N,17.5,E,52, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , ,"land N of marsh 2nd rate, level", , , ,2-27-15 JP changed tree2 diameter from 0 to 99999,577201.624362000030000,4576061.353579999900000
1859,33N4E2,4.033333333330000,33.000000000000000,766232.910000000030000,531358.979999999980000,1.5-1,639101, ,kbauer3,Reuben J. Dawson,999,94,1834,IN,Marshall,2,2,33,N,4,E,14,15,0, ,500400,N,N,80.000000000000000,Section,500500,Aspen,AS,aspen,aspen,Poplar,10,S,34.25,W,115,Elm,EL,elm,elm,Elm,12,N,56.5,W,135, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,M,in marsh, , , , , , , ,Post in Mou, , , , ,land S of marsh same and last mile in marsh very wet, , , , ,580459.400081000060000,4574508.097480000000000
1860,33N4E2,4.033333333330000,33.000000000000000,761343.372699999950000,527442.983000000010000,1.5-1,639237, ,kbauer3,Reuben J. Dawson,999,109,1834,IN,Marshall,2,2,33,N,4,E,29,30,0, ,200200,N,N,40.000000000000000,(1/4) Section,200240,Aspen,AS,aspen,aspen,Poplar,6,S,77.25,W,11,Maple,MA,maple,maple,Maple,10,S,74,E,11.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,575760.153646999970000,4570370.014449999700000
