FID,TRP,TRP_X,TRP_Y,x,y,version,entry_id,timestamp,reader_ini,surveyor_n,volume,page,year,state,hubtack_co,baseline,meridian,township,townshipdi,rangenum,rangedir,sectiona,sectionb,interiorse,interiordi,refcorner,traveldir,secondpass,chains,typecorner,cornerid,species,speciescod,verbatim,L1_tree1,L3_tree1,diameter,bearing,degrees,bearingdir,chainstree,species2,speciesc_1,verbatim2,L1_tree2,L3_tree2,diameter2,bearing2,degrees2,bearingd_1,chainstr_1,species3,speciesc_2,verbatim3,L1_tree3,L3_tree3,diameter3,bearing3,degrees3,bearingd_2,chainstr_2,species4,speciesc_3,verbatim4,L1_tree4,L3_tree4,diameter4,bearing4,degrees4,bearingd_3,chainstr_3,ecotype,ecotypenot,ecotype2,ecotypen_1,ecotype3,ecotypen_2,water,nodata,notree,feature,featurenot,timbernote,understory,landnotes,landnotesv,generalnot,recheck,reason,fixed,X_UTM,Y_UTM
1766,33N3W2,-3.033333333330000,33.000000000000000,710930.958300000060000,532594.746099999990000,1.5-1,603502, ,kbauer3,Jeremiah Smith,999,426,1835,IN,LaPorte,2,2,33,N,3,W,0,0,13,E,700400,N,N,40.000000000000000,(1/4) Section,700440,Sycamore,SY,sycamore,sycamore,Sycamore,15,S,3.5,W,908, , , ,NA,NA,0, ,0, ,0, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,525227.933776000050000,4573194.554630000100000
1767,33N3W2,-3.033333333330000,33.000000000000000,709237.449999999950000,530256.670000000040000,1.5-1,603540, ,kbauer3,Jeremiah Smith,999,431,1835,IN,LaPorte,2,2,33,N,3,W,25,26,0, ,600200,N,N,80.000000000000000,Section,600300,Willow,WI,willow,willow,Willow,4,N,62.33,E,152,Willow,WI,do,willow,Willow,10,S,32.67,E,266, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"3rd,Rolling,", , , , , ,523646.757036999970000,4570779.230539999900000
1768,33N4E2,4.033333333330000,33.000000000000000,760557.274600000000000,531495.170700000020000,1.5-1,639267, ,kbauer3,Reuben J. Dawson,999,113,1834,IN,Marshall,2,2,33,N,4,E,7,18,0, ,100500,E,Y,44.340000000000003,(1/4) Section,140500,Black Ash,BA,b ash,b ash,Ash,9,S,0.5,W,19,Black Ash,BA,do,b ash,Ash,9,N,23,E,14, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,574790.302310000060000,4574384.216369999600000
1769,33N4E2,4.033333333330000,33.000000000000000,764534.599999999980000,524968.939999999940000,1.5-1,638240, ,kbauer3,Robert Clark,999,78,1834,IN,Marshall,2,2,33,N,4,E,0,0,34,S,500100,W,N,80.000000000000000,Section,400100,White Ash,WA,w ash,w ash,Ash,6,N,33,E,6,Beech,BE,beech,beech,Beech,7,N,55.5,W,24, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , ,"from swamp, land gently descending from south", , , , ,579057.230833000040000,4568043.241349999800000
1770,33N4E2,4.033333333330000,33.000000000000000,761388.500000000000000,529868.150000000020000,1.5-1,639249, ,kbauer3,Reuben J. Dawson,999,111,1834,IN,Marshall,2,2,33,N,4,E,19,20,0, ,200300,N,N,80.000000000000000,Section,200400,White Ash,WA,w ash,w ash,Ash,30,S,54.33,W,24,Beech,BE,beech,beech,Beech,16,N,65.25,E,56, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Level,", , , , , ,575694.148667000000000,4572796.102389999700000
1771,33N4E2,4.033333333330000,33.000000000000000,762932.216800000050000,525806.794699999970000,1.5-1,639191, ,kbauer3,Reuben J. Dawson,999,102,1834,IN,Marshall,2,2,33,N,4,E,32,33,0, ,300100,N,N,40.000000000000000,(1/4) Section,300140,White Ash,WA,w ash,w ash,Ash,12,S,85.5,W,19.5,Beech,BE,beech,beech,Beech,18,S,83.5,E,9.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,577420.223038999950000,4568807.353579999900000
1772,33N4E2,4.033333333330000,33.000000000000000,762979.011199999950000,529023.088299999940000,1.5-1,639204, ,kbauer3,Reuben J. Dawson,999,104,1834,IN,Marshall,2,2,33,N,4,E,20,21,0, ,300300,N,N,40.000000000000000,(1/4) Section,300340,Black Ash,BA,b ash,b ash,Ash,12,S,48.5,W,117.5,Buckeye,OH,buckeye,buckeye,Buckeye,12,E,0,NA,0.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,577319.725618000030000,4572024.323389999600000
1773,33N4E2,4.033333333330000,33.000000000000000,767005.360600000010000,528137.416699999940000,1.5-1,639086, ,kbauer3,Reuben J. Dawson,999,94,1834,IN,Marshall,2,2,33,N,4,E,23,26,0, ,600300,W,Y,39.960000000000001,(1/4) Section,540300,Black Ash,BA,b ash,b ash,Ash,12,S,26.5,E,30,Elm,EL,elm,elm,Elm,10,N,11.5,W,24, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,581377.426438999940000,4571323.417999999600000
1774,33N4E2,4.033333333330000,33.000000000000000,766161.645099999970000,525736.550500000010000,1.5-1,639073, ,kbauer3,Reuben J. Dawson,999,92,1834,IN,Marshall,2,2,33,N,4,E,34,35,0, ,500100,N,N,40.000000000000000,(1/4) Section,500140,White Ash,WA,w ash,w ash,Ash,8,N,32,E,10.5,Elm,EL,elm,elm,Elm,20,S,11.5,W,25, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,580645.415489000040000,4568885.003010000100000
1775,33N4E2,4.033333333330000,33.000000000000000,763855.907299999960000,533037.667299999970000,1.5-1,639223, ,kbauer3,Reuben J. Dawson,999,107,1834,IN,Marshall,2,2,33,N,4,E,4,9,0, ,400600,W,Y,40.020000000000003,(1/4) Section,340600,Black Ash,BA,b ash,b ash,Ash,8,N,21.5,E,12,White Elm,WE,w elm,w elm,Elm,22,S,44,E,13, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,578010.911849000030000,4576077.086000000100000
1776,33N4E2,4.033333333330000,33.000000000000000,762241.873000000020000,533078.767299999950000,1.5-1,639273, ,kbauer3,Reuben J. Dawson,999,114,1834,IN,Marshall,2,2,33,N,4,E,5,8,0, ,300600,W,Y,39.750000000000000,(1/4) Section,240600,White Ash,WA,w ash,w ash,Ash,6,S,42.5,E,6,Hickory,HI,hicky,hicky,Hickory,30,N,61.5,E,18.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,576398.601921999940000,4576044.213490000000000
1777,33N4E2,4.033333333330000,33.000000000000000,763064.132199999990000,533863.316600000020000,1.5-1,639228, ,kbauer3,Reuben J. Dawson,999,107,1834,IN,Marshall,2,2,33,N,4,E,4,5,0, ,300600,N,N,40.000000000000000,(1/4) Section,300640,Black Ash,BA,b ash,b ash,Ash,5,N,84.5,E,52, , , ,NA,NA,0, ,0, ,0, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,577183.109663999990000,4576866.030740000300000
1778,33N4E2,4.033333333330000,33.000000000000000,765366.575199999960000,526557.236299999990000,1.5-1,639122, ,kbauer3,Reuben J. Dawson,999,98,1834,IN,Marshall,2,2,33,N,4,E,27,34,0, ,500200,W,Y,40.000000000000000,(1/4) Section,440200,White Ash,WA,w ash,w ash,Ash,12,S,10,W,11.5,White Oak,WO,w oak,w oak,Oak,9,N,38.75,W,15, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , ,JP changed tree 1 from w asj to w ash 2-26-15,579814.644313000030000,4569668.937579999700000
1779,33N4E2,4.033333333330000,33.000000000000000,765414.121900000030000,529779.325500000040000,1.5-1,639157, ,kbauer3,Reuben J. Dawson,999,100,1834,IN,Marshall,2,2,33,N,4,E,15,22,0, ,500400,W,Y,39.960000000000001,(1/4) Section,440400,White Ash,WA,w ash,w ash,Ash,10,S,3,W,47.5,Red Oak,RO,r oak,r oak,Oak,16,N,46.5,E,25, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,579714.709599999940000,4572891.723109999700000
1780,33N4E2,4.033333333330000,33.000000000000000,762955.663599999970000,527411.608400000030000,1.5-1,639194, ,kbauer3,Reuben J. Dawson,999,103,1834,IN,Marshall,2,2,33,N,4,E,28,29,0, ,300200,N,N,40.000000000000000,(1/4) Section,300240,Basswood,BD,lynn,lynn,Basswood,26,N,24.5,W,9,Hickory,HI,hickory,hickory,Hickory,12,S,78,E,31, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,577370.179233000030000,4570412.523299999500000
1781,33N4E2,4.033333333330000,33.000000000000000,765432.030999999960000,531380.858400000030000,1.5-1,639170, ,kbauer3,Reuben J. Dawson,999,101,1834,IN,Marshall,2,2,33,N,4,E,10,15,0, ,500500,W,Y,39.880000000000003,(1/4) Section,440500,Beech,BE,beech,beech,Beech,8,S,33.5,W,25.5,White Ash,WA,w. ash,w. ash,Ash,10,N,33,W,18, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,579659.317425000020000,4574493.297989999900000
1782,33N4E2,4.033333333330000,33.000000000000000,762992.930000000050000,529832.400000000020000,1.5-1,639206, ,kbauer3,Reuben J. Dawson,999,104,1834,IN,Marshall,2,2,33,N,4,E,20,21,0, ,300300,N,N,80.000000000000000,Section,300400,Beech,BE,beech,beech,Beech,9,S,56.5,E,40.5,White Ash,WA,w ash,w ash,Ash,16,N,45.75,W,17.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Low,Level,Rolling,", , , , , ,577296.573072999950000,4572833.885700000500000
1783,33N4E2,4.033333333330000,33.000000000000000,764603.870000000000000,529793.989999999990000,1.5-1,639153, ,kbauer3,Reuben J. Dawson,999,99,1834,IN,Marshall,2,2,33,N,4,E,21,22,0, ,400300,N,N,80.000000000000000,Section,400400,Beech,BE,beech,beech,Beech,18,S,85,E,29,Beech,BE,do,beech,Beech,12,N,10.5,W,8, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Rolling,", , , , , ,578905.620343000050000,4572869.279699999800000
1784,33N4E2,4.033333333330000,33.000000000000000,764648.590600000000000,532209.506599999960000,1.5-1,639174, ,kbauer3,Reuben J. Dawson,999,101,1834,IN,Marshall,2,2,33,N,4,E,9,10,0, ,400500,N,N,40.000000000000000,(1/4) Section,400540,Beech,BE,beech,beech,Beech,10,N,78.25,W,47,Beech,BE,do,beech,Beech,9,N,23.25,E,11.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,578839.721438999990000,4575285.655770000100000
1785,33N4E2,4.033333333330000,33.000000000000000,764568.288999999990000,527376.944699999990000,1.5-1,639126, ,kbauer3,Reuben J. Dawson,999,98,1834,IN,Marshall,2,2,33,N,4,E,27,28,0, ,400200,N,N,40.000000000000000,(1/4) Section,400240,Beech,BE,beech,beech,Beech,16,N,62.75,E,9.5,Beech,BE,do,beech,Beech,26,N,29.5,W,27.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,578980.695139999970000,4570451.730750000100000
1786,33N4E2,4.033333333330000,33.000000000000000,761373.212399999960000,529055.264300000040000,1.5-1,639247, ,kbauer3,Reuben J. Dawson,999,110,1834,IN,Marshall,2,2,33,N,4,E,19,20,0, ,200300,N,N,40.000000000000000,(1/4) Section,200340,Beech,BE,beech,beech,Beech,20,S,60.25,W,19,Beech,BE,do,beech,Beech,18,N,32.25,E,52, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,575716.112974000050000,4571982.907730000100000
1787,33N4E2,4.033333333330000,33.000000000000000,762918.199999999950000,525004.150000000020000,1.5-1,638244, ,kbauer3,Robert Clark,999,79,1834,IN,Marshall,2,2,33,N,4,E,0,0,33,S,400100,W,N,80.000000000000000,Section,300100,Beech,BE,beech,beech,Beech,8,N,80.25,E,38,Beech,BE,do,beech,Beech,16,N,40.5,W,42, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Rolling,", , , , , ,577442.965586000010000,4568004.415350000400000
1788,33N4E2,4.033333333330000,33.000000000000000,760481.767899999980000,528264.987399999980000,1.5-1,639246, ,kbauer3,Reuben J. Dawson,999,110,1834,IN,Marshall,2,2,33,N,4,E,19,30,0, ,100300,E,Y,46.890000000000001,(1/4) Section,140300,Beech,BE,beech,beech,Beech,18,S,80.5,W,8.5,Beech,BE,do,beech,Beech,20,N,46.5,E,30, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,574862.890523000040000,4571152.148450000200000
1789,33N4E2,4.033333333330000,33.000000000000000,761307.670000000040000,525037.000000000000000,1.5-1,638250, ,kbauer3,Robert Clark,999,79,1834,IN,Marshall,2,2,33,N,4,E,0,0,32,S,300100,W,N,80.000000000000000,Section,200100,Beech,BE,beech,beech,Beech,13,N,54,E,31,Beech,BE,do,beech,Beech,23,N,50.5,W,80, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Low,Level,", , , , , ,575834.670766999950000,4567963.469899999900000
1790,33N4E2,4.033333333330000,33.000000000000000,766210.324700000000000,528957.949499999990000,1.5-1,639088, ,kbauer3,Reuben J. Dawson,999,94,1834,IN,Marshall,2,2,33,N,4,E,22,23,0, ,500300,N,N,40.000000000000000,(1/4) Section,500340,Beech,BE,beech,beech,Beech,18,S,82.25,E,29,Beech,BE,do,beech,Beech,18,N,51.5,W,18, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,580546.676285999940000,4572107.184430000400000
1791,33N4E2,4.033333333330000,33.000000000000000,766196.270000000020000,528151.239999999990000,1.5-1,639083, ,kbauer3,Reuben J. Dawson,999,93,1834,IN,Marshall,2,2,33,N,4,E,26,27,0, ,500200,N,N,80.000000000000000,Section,500300,Beech,BE,beech,beech,Beech,18,S,57.75,E,16.5,Beech,BE,do,beech,Beech,20,N,58,W,24, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,", , , , , ,580569.544983000030000,4571300.204300000300000
1792,33N4E2,4.033333333330000,33.000000000000000,766185.914800000030000,527348.504500000040000,1.5-1,639081, ,kbauer3,Reuben J. Dawson,999,93,1834,IN,Marshall,2,2,33,N,4,E,26,27,0, ,500200,N,N,40.000000000000000,(1/4) Section,500240,Beech,BE,beech,beech,Beech,20,N,51,E,24,Beech,BE,do,beech,Beech,18,N,60,W,70, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,580595.921546999950000,4570497.358620000100000
1793,33N4E2,4.033333333330000,33.000000000000000,766292.615899999980000,533766.970100000040000,1.5-1,639117, ,kbauer3,Reuben J. Dawson,999,97,1834,IN,Marshall,2,2,33,N,4,E,2,3,0, ,500600,N,N,40.000000000000000,(1/4) Section,500640,Beech,BE,beech,beech,Beech,9,S,89,E,11.5,Beech,BE,do,beech,Beech,18,N,61,W,38, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,580408.829961000010000,4576917.603410000000000
1794,33N4E2,4.033333333330000,33.000000000000000,760420.119599999980000,525054.379700000050000,1.5-1,638251, ,kbauer3,Robert Clark,999,79,1834,IN,Marshall,2,2,33,N,4,E,0,0,31,S,200100,W,N,40.000000000000000,(1/4) Section,140100,Beech,BE,beech,beech,Beech,24,N,4,E,36,Beech,BE,do,beech,Beech,15,N,64,W,35, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,574948.387850999950000,4567940.169320000300000
1795,33N4E2,4.033333333330000,33.000000000000000,762965.089999999970000,528213.780000000030000,1.5-1,639195, ,kbauer3,Reuben J. Dawson,999,103,1834,IN,Marshall,2,2,33,N,4,E,28,29,0, ,300200,N,N,80.000000000000000,Section,300300,Beech,BE,beech,beech,Beech,18,S,51.75,W,25,Beech,BE,do,beech,Beech,12,N,67,E,19, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , ,land same, , , , ,577342.874187999990000,4571214.757249999800000
1796,33N4E2,4.033333333330000,33.000000000000000,764682.391399999960000,533810.902000000000000,1.5-1,639189, ,kbauer3,Reuben J. Dawson,999,102,1834,IN,Marshall,2,2,33,N,4,E,3,4,0, ,400600,N,N,40.000000000000000,(1/4) Section,400640,Beech,BE,beech,beech,Beech,16,S,70.5,W,19,Beech,BE,do,beech,Beech,20,N,69.5,E,49.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,578800.169500999970000,4576887.776379999700000
1797,33N4E2,4.033333333330000,33.000000000000000,767032.016199999950000,529749.639700000060000,1.5-1,639092, ,kbauer3,Reuben J. Dawson,999,95,1834,IN,Marshall,2,2,33,N,4,E,14,23,0, ,600400,W,Y,40.020000000000003,(1/4) Section,540400,Beech,BE,beech,beech,Beech,18,N,7.5,W,10,Beech,BE,do,beech,Beech,8,S,15.25,E,55.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,581330.305631999970000,4572936.111970000000000
1798,33N4E2,4.033333333330000,33.000000000000000,763751.915200000050000,526589.071000000000000,1.5-1,639193, ,kbauer3,Reuben J. Dawson,999,103,1834,IN,Marshall,2,2,33,N,4,E,28,33,0, ,400200,W,Y,40.030000000000001,(1/4) Section,340200,Beech,BE,beech,beech,Beech,20,N,71.25,W,24.5,Beech,BE,do,beech,Beech,7,S,45.5,E,38, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,578202.238665999960000,4569626.826639999600000
1799,33N4E2,4.033333333330000,33.000000000000000,761407.500000000000000,531475.270000000020000,1.5-1,639260, ,kbauer3,Reuben J. Dawson,999,112,1834,IN,Marshall,2,2,33,N,4,E,17,18,0, ,200400,N,N,80.000000000000000,Section,200500,Beech,BE,beech,beech,Beech,12,N,17.75,E,28,Beech,BE,do,beech,Beech,18,S,62.5,W,38.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Level,", , , , , ,575639.520800000060000,4574403.297679999800000
1800,33N4E2,4.033333333330000,33.000000000000000,762137.529800000020000,526626.516399999960000,1.5-1,639232, ,kbauer3,Reuben J. Dawson,999,108,1834,IN,Marshall,2,2,33,N,4,E,29,32,0, ,300200,W,Y,39.950000000000003,(1/4) Section,240200,Beech,BE,beech,beech,Beech,20,N,61,E,29,Beech,BE,do,beech,Beech,10,S,67.5,W,35, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,576589.856373999970000,4569590.307190000100000
1801,33N4E2,4.033333333330000,33.000000000000000,761437.959999999960000,533098.469999999970000,1.5-1,639271, ,kbauer3,Reuben J. Dawson,999,113,1834,IN,Marshall,2,2,33,N,4,E,7,8,0, ,200500,N,N,80.000000000000000,Section,200600,Beech,BE,beech,beech,Beech,26,N,77,W,45,Ironwood,IR,ironwD,ironwD,Ironwood,6,S,66.5,E,26.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,", , , , , ,575595.585120999950000,4576027.061830000000000
1802,33N4E2,4.033333333330000,33.000000000000000,761318.246000000040000,525840.296100000040000,1.5-1,639230, ,kbauer3,Reuben J. Dawson,999,107,1834,IN,Marshall,2,2,33,N,4,E,31,32,0, ,200100,N,N,40.000000000000000,(1/4) Section,200140,Beech,BE,beech,beech,Beech,20,N,0,NA,0, , , ,NA,NA,0, ,0, ,0, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,575808.451718000000000,4568766.898939999800000
1803,33N4E2,4.033333333330000,33.000000000000000,766175.560000000060000,526545.770000000020000,1.5-1,639077, ,kbauer3,Reuben J. Dawson,999,93,1834,IN,Marshall,2,2,33,N,4,E,34,35,0, ,500100,N,N,80.000000000000000,Section,500200,Beech,BE,beech,beech,Beech,30,S,60,W,21,White Oak,WO,w oak,w oak,Oak,36,N,81.25,E,30, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,", , , , , ,580622.296961999960000,4569694.506919999600000
1804,33N4E2,4.033333333330000,33.000000000000000,764557.589999999970000,526568.699999999950000,1.5-1,639120, ,kbauer3,Reuben J. Dawson,999,97,1834,IN,Marshall,2,2,33,N,4,E,33,34,0, ,400100,N,N,80.000000000000000,Section,400200,Beech,BE,beech,beech,Beech,10,N,64.25,W,8.5,Aspen,AS,poplar,poplar,Poplar/tulip poplar,30,S,46.5,E,20.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Rolling,GoodSoil,", , , , , ,579006.993037999960000,4569643.358300000400000
1805,33N4E2,4.033333333330000,33.000000000000000,763020.459999999960000,531442.670000000040000,1.5-1,639213, ,kbauer3,Reuben J. Dawson,999,105,1834,IN,Marshall,2,2,33,N,4,E,16,17,0, ,300400,N,N,80.000000000000000,Section,300500,Black Gum,GT,B gum,B gum,Black gum,22,S,52.5,E,545,Black Gum,GT,do,B gum,Black gum,20,S,4.67,E,682, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,577250.339153000040000,4574444.625670000000000
1806,33N4E2,4.033333333330000,33.000000000000000,761422.730499999950000,532286.873400000040000,1.5-1,639269, ,kbauer3,Reuben J. Dawson,999,113,1834,IN,Marshall,2,2,33,N,4,E,7,8,0, ,200500,N,N,40.000000000000000,(1/4) Section,200540,Buckeye,OH,buckeye,buckeye,Buckeye,7,N,78.5,E,6.5,Buckeye,OH,do,buckeye,Buckeye,10,S,58.25,W,26, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,575617.553997999990000,4575215.186730000200000
1807,33N4E2,4.033333333330000,33.000000000000000,765349.023900000030000,524947.964599999950000,1.5-1,638237, ,kbauer3,Robert Clark,999,78,1834,IN,Marshall,2,2,33,N,4,E,0,0,34,S,500100,W,N,40.000000000000000,(1/4) Section,440100,Elm,EL,elm,elm,Elm,20,N,72,E,28,Black Ash,BA,b ash,b ash,Ash,8,N,24.5,W,18, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , ,AH changed bearingdir2 to W,579870.729384999960000,4568059.559229999800000
1808,33N4E2,4.033333333330000,33.000000000000000,759532.569999999950000,525071.760000000010000,1.5-1,645568, ,jpeters,Robert Clark,999,80,1834,IN,Marshall,2,2,33,N,4,E,0,0,31,S,200100,W,N,88.340000000000003,Township,100100,Elm,EL,elm,elm,Elm,14,N,61.5,W,60,Basswood,BD,lynn,lynn,Basswood,15,S,86,E,15, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,574062.107517999950000,4567916.860510000000000
1809,33N4E2,4.033333333330000,33.000000000000000,765387.628600000050000,528168.212799999980000,1.5-1,639147, ,kbauer3,Reuben J. Dawson,999,99,1834,IN,Marshall,2,2,33,N,4,E,22,27,0, ,500300,W,Y,40.020000000000003,(1/4) Section,440300,Elm,EL,elm,elm,Elm,18,N,0.5,W,24,Beech,BE,beech,beech,Beech,18,S,41.5,W,22, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,579761.969274000030000,4571280.151909999500000
1810,33N4E2,4.033333333330000,33.000000000000000,763772.037400000030000,528199.482100000020000,1.5-1,639202, ,kbauer3,Reuben J. Dawson,999,104,1834,IN,Marshall,2,2,33,N,4,E,21,28,0, ,400300,W,Y,40.000000000000000,(1/4) Section,340300,Elm,EL,elm,elm,Elm,12,S,11.5,W,115,Elm,EL,do,elm,Elm,10,N,76,W,140, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,578148.632703999990000,4571237.427609999700000
1811,33N4E2,4.033333333330000,33.000000000000000,767784.530000000030000,526509.870000000000000,1.5-1,639012, ,kbauer3,Reuben J. Dawson,999,88,1834,IN,Marshall,2,2,33,N,4,E,35,36,0, ,600100,N,N,80.000000000000000,Section,600200,Elm,EL,elm,elm,Elm,24,S,28,W,69,Elm,EL,do,elm,Elm,18,N,78.25,E,58, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"3rd,Low,", , , , , ,582229.220994999980000,4569732.250120000000000
1812,33N4E2,4.033333333330000,33.000000000000000,763740.536800000000000,524986.257199999990000,1.5-1,638241, ,kbauer3,Robert Clark,999,78,1834,IN,Marshall,2,2,33,N,4,E,0,0,33,S,400100,W,N,40.000000000000000,(1/4) Section,340100,Red Elm,RE,r elm,r elm,Elm,12,N,69,E,48,Ironwood,IR,ironwood,ironwood,Ironwood,8,N,36.5,W,55, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,578264.214657000030000,4568024.191730000100000
1813,33N4E2,4.033333333330000,33.000000000000000,764666.030000000030000,533016.270000000020000,1.5-1,639182, ,kbauer3,Reuben J. Dawson,999,101,1834,IN,Marshall,2,2,33,N,4,E,9,10,0, ,400500,N,N,80.000000000000000,Section,400600,Elm,EL,elm,elm,Elm,30,N,68,E,9,Ironwood,IR,ironwood,ironwood,Ironwood,8,N,62.5,W,26, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , ,land same, , , , ,578820.206390999960000,4576092.806800000400000
