"","FID","density","basal","POINT_X","POINT_Y","Line","Type"
"1873",936,0.649577803163,0.0951231740933,541271.522553,4591777.02431,"West","Savanna"
"1874",936,108.476187386,39.7951635078,582207.263291,4570539.44088,"East","Forest"
"1875",937,0,0,544554.937503,4587760.36569,"West","Prairie"
"1876",937,0,0,583814.849731,4570583.60493,"East","Prairie"
"1877",938,0.539392315018,0.127911008248,536485.129259,4589301.81588,"West","Savanna"
"1878",938,19.3779719662,2.9064131442,582185.308032,4571346.63093,"East","Savanna"
"1879",939,8.42084270193,3.84021357963,538865.649623,4591743.72938,"West","Savanna"
"1880",939,95.99010787,8.99819753176,583745.358347,4572996.2369,"East","Forest"
"1881",940,0.479722203819,0.0593112341696,582900.980349,4574582.43256,"East","Prairie"
"1882",940,722.225617856,120.03393607,542850.334467,4595812.9834,"West","Forest"
"1883",941,42.603450981,9.15309459291,541306.712386,4588537.43766,"West","Savanna"
"1884",941,51.3033028658,4.26330583138,551231.594675,4585503.94838,"East","Forest"
"1885",942,19.9554873435,2.77057694395,544520.288823,4590166.14614,"West","Savanna"
"1886",942,109.292322817,17.9982521483,552037.237107,4585516.2043,"East","Forest"
"1887",943,31.3854803984,9.7327936836,539679.431294,4590944.75172,"West","Savanna"
"1888",943,177.014997825,49.9600165838,554458.410709,4585570.20632,"East","Forest"
"1889",944,0.151673752103,0.0504163713202,552859.979297,4583904.52129,"East","Prairie"
"1890",944,2.46962665377,1.12624046644,544456.562,4595006.06862,"West","Savanna"
"1891",945,4.01797390971,3.62396862695,537250.721776,4593338.88109,"West","Savanna"
"1892",945,221.966576563,55.4487573559,554483.789681,4583143.33715,"East","Forest"
"1893",946,50.6989941811,8.04083213422,551263.725363,4583097.18135,"East","Forest"
"1894",946,104.947032241,33.3954361793,544551.896637,4588565.73561,"West","Forest"
"1895",947,16.4591895495,0.975779350022,535679.276516,4593312.72599,"West","Savanna"
"1896",947,51.7667680113,7.76426012192,553650.642695,4585549.33638,"East","Forest"
"1897",948,53.7038954379,17.8511805516,540514.599422,4586922.51624,"West","Forest"
"1898",948,341.2082074,116.875499418,552842.878597,4585528.45607,"East","Forest"
"1899",949,0,0,538042.105123,4593351.23148,"West","Prairie"
"1900",949,382.883468379,140.463179945,552836.527901,4586345.44867,"East","Forest"
"1901",950,8.90644903321,1.41255783758,543750.400502,4586947.11732,"West","Savanna"
"1902",950,98.10783528,127.461501065,554448.732954,4586385.20958,"East","Forest"
"1903",951,35.9457557381,16.3925849469,537235.287111,4594942.77346,"West","Savanna"
"1904",951,54.8445989485,15.2568024929,549638.394169,4583053.5472,"East","Forest"
"1905",952,38.1720563327,4.02314981875,539700.373532,4588526.72275,"West","Savanna"
"1906",952,130.746804619,20.7363701195,551224.986832,4586315.32355,"East","Forest"
"1907",953,0,0,553666.379594,4583927.80926,"East","Prairie"
"1908",953,18.9207898849,10.7857189632,543684.0218,4593396.07922,"West","Savanna"
"1909",954,2.73169993979,0.422172700993,552079.984119,4582296.1979,"East","Savanna"
"1910",954,43.4785334056,7.93112330046,541311.129719,4587732.98134,"West","Savanna"
"1911",955,40.7864561373,14.9627649164,543737.405869,4588557.71993,"West","Savanna"
"1912",955,144.185383551,14.1005437589,550433.400667,4583878.95581,"East","Forest"
"1913",956,1.21470731306,0.445622927041,538081.082618,4590113.12186,"West","Savanna"
"1914",956,114.018300783,20.5675175708,554465.59314,4584760.65353,"East","Forest"
"1915",957,43.6379477543,12.8247712098,542942.816571,4586939.23201,"West","Savanna"
"1916",957,60.7849594625,7.51524723262,549655.628981,4582251.33442,"East","Forest"
"1917",958,0,0,541263.796418,4592582.95355,"West","Prairie"
"1918",958,56.6648129485,3.90489789508,552851.431183,4584716.49193,"East","Forest"
"1919",959,6.99639806397,2.05617379094,541315.544212,4586928.51875,"West","Savanna"
"1920",959,60.2191114765,31.0322032306,551291.554106,4581482.99537,"East","Forest"
"1921",960,17.3407421211,11.1415149644,542899.382383,4590976.26734,"West","Savanna"
"1922",960,64.0207281664,17.5499219425,550468.716864,4582271.77302,"East","Forest"
"1923",961,1.16677521554,0.768577846583,552052.812742,4583903.34082,"East","Savanna"
"1924",961,13.8077063998,4.05795149913,536459.336211,4593326.51886,"West","Savanna"
"1925",962,12.6946607282,4.21970657533,542129.181225,4586933.88324,"West","Savanna"
"1926",962,185.852719504,48.2165570473,552869.073132,4583102.35712,"East","Forest"
"1927",963,20.4141739492,6.7856735905,540455.511972,4594990.57686,"West","Savanna"
"1928",963,55.2027892126,14.5452664038,551281.809698,4582292.20815,"East","Forest"
"1929",964,0.189468017052,0.0588509799707,542114.817534,4588543.56967,"West","Prairie"
"1930",964,27.6949512676,7.70424817836,551245.642401,4583902.1574,"East","Savanna"
"1931",965,0,0,561682.572167,4585736.00343,"East","Prairie"
"1932",965,4.1225121537,1.51236920445,538058.009326,4591733.29078,"West","Savanna"
"1933",966,0,0,563198.856591,4585810.6387,"East","Prairie"
"1934",966,1.83955755279,0.436231022866,542072.539162,4593391.90913,"West","Savanna"
"1935",967,0,0,564111.286101,4586589.83048,"East","Prairie"
"1936",967,89.21554873,43.7595878479,543709.700143,4590169.3238,"West","Forest"
"1937",968,0,0,542894.333055,4592587.49091,"West","Prairie"
"1938",968,0,0,564122.417235,4585822.06813,"East","Prairie"
"1939",969,92.2188335688,21.8686912156,539673.290916,4591754.1646,"West","Forest"
"1940",969,421.692636099,29.0597745125,564139.249463,4583321.95284,"East","Forest"
"1941",970,0,0,537282.463784,4590108.75619,"West","Prairie"
"1942",970,829.848680417,195.107607259,564162.732858,4580900.96267,"East","Forest"
"1943",971,35.1416741737,24.2169068193,542899.653222,4591780.03169,"West","Savanna"
"1944",971,81.7871042541,19.2291517625,560909.057742,4582481.09748,"East","Forest"
"1945",972,6.92198097922,2.83399498213,543700.102119,4591783.92691,"West","Savanna"
"1946",972,152.253942318,34.8709915051,560922.468752,4581659.1645,"East","Forest"
"1947",973,0,0,540472.403943,4591765.59997,"West","Prairie"
"1948",973,112.860524069,34.0836138977,562535.859577,4581717.46045,"East","Forest"
"1949",974,65.6869721935,17.3077216467,539646.758014,4594178.8171,"West","Forest"
"1950",974,130.098658274,19.5129010977,560859.790621,4586500.43733,"East","Forest"
"1951",975,39.6727416467,4.90500387772,559267.990509,4584019.61349,"East","Savanna"
"1952",975,65.6869721935,17.3077216467,540452.496915,4593382.75808,"West","Forest"
"1953",976,0,0,562498.793769,4586573.58175,"East","Prairie"
"1954",976,21.5115349962,10.6384543334,536483.848159,4590104.38396,"West","Savanna"
"1955",977,2.41906012054,0.573653740358,543659.310147,4595009.04673,"West","Savanna"
"1956",977,145.549473665,34.2204671946,562579.762491,4578462.03411,"East","Forest"
"1957",978,41.0516230198,17.2441652985,559293.72032,4581617.54271,"East","Savanna"
"1958",978,54.9449785707,18.0409884642,542095.739317,4590162.24634,"West","Forest"
"1959",979,146.985736242,53.9226308373,561719.231003,4582522.39547,"East","Forest"
"1960",979,653.821916128,214.680102775,541261.252222,4594194.51755,"West","Forest"
"1961",980,5.49061845453,1.18240841021,539644.59139,4594980.99342,"West","Savanna"
"1962",980,39.1574439056,17.8572327204,560950.794126,4580031.61821,"East","Savanna"
"1963",981,54.079116867,30.8275796019,539661.105897,4592565.4043,"West","Forest"
"1964",981,275.243684779,160.667174767,562518.499,4584172.92213,"East","Forest"
"1965",982,24.939302167,8.7068454118,560184.421632,4577604.49265,"East","Savanna"
"1966",982,25.2702505919,10.3461369787,538033.830013,4595757.34896,"West","Savanna"
"1967",983,148.749792506,39.2691414685,564195.302469,4579280.31454,"East","Forest"
"1968",983,298.536738077,44.7761561989,538093.870234,4589310.2142,"West","Forest"
"1969",984,52.6438707472,19.3127311582,541299.54423,4589344.7174,"West","Forest"
"1970",984,61.1330823535,22.4270511953,561699.056376,4584136.21638,"East","Forest"
"1971",985,6.69477159186,3.31087585637,544500.54507,4591787.80793,"West","Savanna"
"1972",985,275.013093746,62.9867385358,559275.427611,4583212.97781,"East","Forest"
"1973",986,92.5311075352,33.2423188042,560980.147085,4578424.95192,"East","Forest"
"1974",986,1375.29947622,361.005365881,542899.111914,4590172.49354,"West","Forest"
"1975",987,0.708547297821,0.219724043641,536420.870812,4595754.86022,"West","Savanna"
"1976",987,367.329650923,37.2257362834,560055.681353,4585660.43674,"East","Forest"
"1977",988,156.254773269,82.6591825995,560075.813168,4584034.08825,"East","Forest"
"1978",988,289.72444644,6.60624947499,539707.014303,4587721.61701,"West","Forest"
"1979",989,93.6916454447,27.5350693359,562512.899446,4584983.7596,"East","Forest"
"1980",989,829.323048303,5.46291448512,544479.032959,4593397.21413,"West","Forest"
"1981",990,8.50310475142,0.262823793159,539713.652486,4586916.4992,"West","Savanna"
"1982",990,94.4324364429,44.7872460189,561793.300285,4577641.59716,"East","Forest"
"1983",991,11.2458425721,0.347599504943,538916.234716,4586909.55028,"West","Savanna"
"1984",991,197.8563853,36.9942094708,560147.463885,4579208.33425,"East","Forest"
"1985",992,117.582053733,32.4709397887,564147.845274,4582521.62652,"East","Forest"
"1986",992,491.26470423,10.2060274938,538112.736894,4587704.95036,"West","Forest"
"1987",993,0,0,539837.827702,4565170.87082,"West","Prairie"
"1988",993,32.3117682546,8.90670236279,562554.910029,4580067.9999,"East","Savanna"
"1989",994,0,0,544686.660125,4561949.8354,"West","Prairie"
"1990",994,119.760493393,41.0220714869,560965.709139,4579225.99996,"East","Forest"
"1991",995,0,0,544678.00733,4562748.68857,"West","Prairie"
"1992",995,108.194349391,43.5293715096,564179.020256,4580090.6437,"East","Forest"
"1993",996,0,0,535807.518341,4562760.6027,"West","Prairie"
"1994",996,25.4988369369,5.49119183829,564155.286879,4581711.29975,"East","Savanna"
"1995",997,0,0,536618.764804,4563556.70253,"West","Prairie"
"1996",997,525.069352026,94.7161381071,560883.637447,4584048.5545,"East","Forest"
"1997",998,0,0,539844.251814,4563561.78269,"West","Prairie"
"1998",998,66.5132348943,14.2899675179,559316.898124,4580009.7032,"East","Forest"
"1999",999,0,0,540658.064303,4562761.4796,"West","Prairie"
"2000",999,1064.04740683,60.9251680444,561766.607028,4579245.38907,"East","Forest"
"2001",1000,0,0,540647.298966,4565984.96237,"West","Prairie"
"2002",1000,88.403250567,29.0268931788,560896.348545,4583264.82996,"East","Forest"
"2003",1001,0,0,543062.460956,4562754.03792,"West","Prairie"
"2004",1001,58.1100493696,7.18453037682,564201.877277,4578479.94326,"East","Forest"
"2005",1002,0,0,543069.068456,4566803.09001,"West","Prairie"
"2006",1002,41.5001957745,22.2901671579,560994.586305,4577623.89893,"East","Savanna"
"2007",1003,3.403561493,0.256966899546,538234.351068,4564357.92491,"West","Savanna"
"2008",1003,198.799554048,188.572589482,560870.740323,4584862.98753,"East","Forest"
"2009",1004,0.474852263758,0.0753113035694,558637.037076,4585632.27115,"East","Prairie"
"2010",1004,42.3645229595,9.10176234797,544680.988908,4567610.41103,"West","Savanna"
"2011",1005,19.0630979679,11.1662829483,562592.022527,4577659.29167,"East","Savanna"
"2012",1005,43.5959406505,12.127623663,544684.99125,4566801.96929,"West","Savanna"
"2013",1006,0,0,539054.923138,4557941.46633,"West","Prairie"
"2014",1006,1.22636618274,0.274662741272,559374.264434,4577585.0786,"East","Savanna"
"2015",1007,0,0,542263.287292,4562761.0061,"West","Prairie"
"2016",1007,2.65766686797,0.350131516526,564126.539586,4584972.17134,"East","Savanna"
"2017",1008,0,0,539040.995538,4565970.82904,"West","Prairie"
"2018",1008,47.7808626429,33.5079139151,555234.967434,4585574.09748,"East","Forest"
"2019",1009,0,0,541464.213889,4562767.97153,"West","Prairie"
"2020",1009,168.757023891,71.2302016479,558645.480978,4584007.28515,"East","Forest"
"2021",1010,8.36849026898,2.65023538003,536618.948393,4562754.46294,"West","Savanna"
"2022",1010,136.859187199,44.3824471915,562529.40418,4582563.69345,"East","Forest"
"2023",1011,207.175904764,14.2769509388,541455.535987,4565996.66076,"West","Forest"
"2024",1011,1602.11298374,292.379385128,562523.949852,4583368.3089,"East","Forest"
"2025",1012,0,0,562507.307029,4585794.58873,"East","Prairie"
"2026",1012,0.636008943404,0.27328537416,541462.279371,4563578.74635,"West","Savanna"
"2027",1013,0,0,535810.320901,4557936.88071,"West","Prairie"
"2028",1013,42.0732901969,38.2886560602,563315.206467,4584212.81675,"East","Savanna"
"2029",1014,0,0,543077.364862,4560344.4273,"West","Prairie"
"2030",1014,19.6844755,11.6698970208,560935.877128,4580837.22368,"East","Savanna"
"2031",1015,2.53432659492,1.25334234636,541473.959494,4559559.15251,"West","Savanna"
"2032",1015,82.1867516773,19.073245925,563400.232706,4577669.43117,"East","Forest"
"2033",1016,29.397337557,13.4062657251,537436.992693,4561148.91248,"West","Savanna"
"2034",1016,128.514225278,155.309099099,559304.575556,4580828.73813,"East","Forest"
"2035",1017,0.655260758796,0.0982795560634,564130.652914,4584122.26719,"East","Savanna"
"2036",1017,15.7712183116,6.39311541838,538249.108258,4558744.67287,"West","Savanna"
"2037",1018,13.7672383937,2.57413022176,535808.215536,4565987.61387,"West","Savanna"
"2038",1018,61.1721481729,104.271839112,563381.404956,4579272.54664,"East","Forest"
"2039",1019,97.9689482629,51.8258291515,543077.200522,4564378.04654,"West","Forest"
"2040",1019,149.975040835,80.5530833612,560095.960691,4582443.72001,"East","Forest"
"2041",1020,43.3151550821,11.9617216059,537427.215876,4557939.33894,"West","Savanna"
"2042",1020,104.572450683,69.1488739438,560120.226106,4580832.98749,"East","Forest"
"2043",1021,6.85004110699,1.56193517747,542282.897598,4557936.04298,"West","Savanna"
"2044",1021,162.917209588,145.703165529,563352.523087,4580886.0972,"East","Forest"
"2045",1022,2.48912033121,1.63963265466,543067.732498,4565995.79728,"West","Savanna"
"2046",1022,50.0433980424,45.6432553215,562542.310964,4580871.22394,"East","Forest"
"2047",1023,22.8663212226,6.72019087011,559260.756245,4584831.53736,"East","Savanna"
"2048",1023,29.1720133828,14.4269171047,544690.586769,4564376.80574,"West","Savanna"
"2049",1024,0.18756883138,0.0761290662945,539858.241939,4561150.05238,"West","Prairie"
"2050",1024,116.451340985,84.0256339694,563338.621454,4582542.66298,"East","Forest"
"2051",1025,0.325885156629,0.185769501965,539863.055304,4559551.83802,"West","Prairie"
"2052",1025,40.698311912,30.7682314364,560857.847997,4585677.40842,"East","Savanna"
"2053",1026,26.1608281056,8.28492953782,539869.482332,4557940.2471,"West","Savanna"
"2054",1026,726.807588226,361.005365881,559351.740876,4578387.87454,"East","Forest"
"2055",1027,0,0,559253.523258,4585643.45881,"East","Prairie"
"2056",1027,42.7306588917,6.23576000078,538247.244527,4560345.54098,"West","Savanna"
"2057",1028,51.6304162252,16.3509487814,543883.89332,4564377.42988,"West","Forest"
"2058",1028,70.3631141943,13.1561474833,559282.866609,4582406.3352,"East","Forest"
"2059",1029,13.1073063619,1.81979022504,538244.560436,4561948.94742,"West","Savanna"
"2060",1029,1338.94036087,361.005365881,562567.506755,4579264.77133,"East","Forest"
"2061",1030,145.712488009,46.3675054925,559329.221624,4579190.65783,"East","Forest"
"2062",1030,310.085496294,204.259432171,536618.680495,4564358.93973,"West","Forest"
"2063",1031,0,0,540672.113608,4557937.56594,"West","Prairie"
"2064",1031,416.121602569,12.8619676224,559255.271663,4586473.00842,"East","Forest"
"2065",1032,0,0,561739.094753,4580854.22922,"East","Prairie"
"2066",1032,20.185619436,10.2282043384,538242.580323,4562753.61561,"West","Savanna"
"2067",1033,0,0,564914.569255,4585794.98311,"East","Prairie"
"2068",1033,20.8581839332,6.60562362459,540668.502447,4559555.59899,"West","Savanna"
"2069",1034,0,0,566578.480071,4580904.61896,"East","Prairie"
"2070",1034,68.6446881938,25.0435993738,536618.21791,4565162.85521,"West","Forest"
"2071",1035,0,0,570534.256141,4584868.41711,"East","Prairie"
"2072",1035,1.71514677811,1.06375110507,543072.46453,4565186.97545,"West","Savanna"
"2073",1036,0,0,565703.01886,4586576.04003,"East","Prairie"
"2074",1036,1.56494505577,0.367937784958,536630.388679,4560352.11374,"West","Savanna"
"2075",1037,0.515451268615,0.254914620607,539840.731033,4566794.3861,"West","Savanna"
"2076",1037,102.680960734,59.9376508012,570636.890542,4580051.62408,"East","Forest"
"2077",1038,63.4007492677,41.7633239846,542268.772126,4564383.78403,"West","Forest"
"2078",1038,83.1672775869,27.6448119096,567416.725689,4579279.20271,"East","Forest"
"2079",1039,279.452276262,31.2937234136,538250.367216,4557942.54047,"West","Forest"
"2080",1039,480.624386226,70.1383596876,565755.009339,4581722.4828,"East","Forest"
"2081",1040,67.3724552502,32.9091543899,544688.992934,4565993.52046,"West","Forest"
"2082",1040,195.357197691,53.8499905221,568966.132195,4583297.65852,"East","Forest"
"2083",1041,1.06192244076,0.968551277321,541457.938112,4565193.14087,"West","Savanna"
"2084",1041,137.511091825,18.7433547467,571477.978347,4577645.88426,"East","Forest"
"2085",1042,2.51819960201,0.576747738633,543091.154774,4557937.10574,"West","Savanna"
"2086",1042,118.576736627,32.7456270162,570670.442516,4577643.91994,"East","Forest"
"2087",1043,0.791577402244,0.250686368751,543073.751055,4561148.63552,"West","Savanna"
"2088",1043,597.994329773,70.2979022501,571449.826681,4579255.03617,"East","Forest"
"2089",1044,115.540209353,38.4055778695,565814.785939,4578488.87727,"East","Forest"
"2090",1044,137.528323202,40.4182453734,544696.531449,4560346.35481,"West","Forest"
"2091",1045,15.5285116696,3.65094363304,542277.414048,4559549.78365,"West","Savanna"
"2092",1045,161.486032257,92.0544528538,573005.644453,4582473.3473,"East","Forest"
"2093",1046,1.56288818575,0.494954457945,539839.062767,4565973.25652,"West","Savanna"
"2094",1046,1602.11298374,241.424497417,569037.673832,4578461.64186,"East","Forest"
"2095",1047,84.2214976585,19.8015075227,567396.71941,4580892.034,"East","Forest"
"2096",1047,144.294334908,30.7814228683,534987.385598,4557937.67268,"West","Forest"
"2097",1048,10.5044794531,1.96407567377,541474.350442,4558747.0685,"West","Savanna"
"2098",1048,28.3165375322,5.88276255337,565021.622054,4577680.11656,"East","Savanna"
"2099",1049,86.1674015985,45.5827801855,539855.07667,4561952.5698,"West","Forest"
"2100",1049,231.194464037,162.13278225,572153.843617,4584869.86305,"East","Forest"
"2101",1050,88.6281828565,37.3639245094,570624.266839,4580849.98293,"East","Forest"
"2102",1050,114.308610803,21.372859339,541454.05355,4566806.22614,"West","Forest"
"2103",1051,2.27475986175,0.945163024781,538238.64021,4565163.16312,"West","Savanna"
"2104",1051,62.2913172732,7.70148822822,564935.986524,4584124.86025,"East","Forest"
"2105",1052,0,0,573877.313451,4578455.1533,"East","Prairie"
"2106",1052,19.2369454438,2.02748085933,536627.441238,4561153.64517,"West","Savanna"
"2107",1053,84.1983485992,8.23413906183,541474.745445,4557934.87727,"West","Forest"
"2108",1053,612.251680221,349.01156864,566639.45053,4577675.01501,"East","Forest"
"2109",1054,185.91170056,9.42028491257,543896.71013,4557938.23614,"West","Forest"
"2110",1054,701.495358262,73.9342124733,573087.784276,4577650.66887,"East","Forest"
"2111",1055,4.51433927918,1.21234822225,536633.252134,4557936.18081,"West","Savanna"
"2112",1055,269.088128171,150.665608624,567350.93759,4584144.32883,"East","Forest"
"2113",1056,0,0,569038.924353,4577656.47003,"East","Prairie"
"2114",1056,160.397769765,9.18404670145,539047.295154,4562754.35392,"West","Forest"
"2115",1057,12.6276585053,10.6791449145,541471.5109,4561964.44982,"West","Savanna"
"2116",1057,124.55288851,15.3992987569,567367.335867,4583326.55749,"East","Forest"
"2117",1058,10.6715147466,7.02953723604,544689.787848,4565185.21664,"West","Savanna"
"2118",1058,734.422454773,107.175556987,572285.519913,4577647.84094,"East","Forest"
"2119",1059,21.9534539213,8.05376100881,536623.147521,4561954.00528,"West","Savanna"
"2120",1059,35.2289081079,29.703650028,565834.799042,4577680.66784,"East","Savanna"
"2121",1060,0,0,540648.365737,4564379.04518,"West","Prairie"
"2122",1060,65.7601354139,55.4463976613,572954.581769,4585690.88952,"East","Forest"
"2123",1061,3.65893163646,0.313327356344,539055.54917,4559549.37648,"West","Savanna"
"2124",1061,86.2032179816,6.33357321467,573768.230537,4585703.62915,"East","Forest"
"2125",1062,0,0,535811.856413,4559554.14675,"West","Prairie"
"2126",1062,49.9178745433,14.6703810156,571422.917032,4580845.11309,"East","Forest"
"2127",1063,2.99480874721,0.704116283674,543878.362392,4565994.66263,"West","Savanna"
"2128",1063,128.68201222,49.881165583,568185.25437,4582500.65023,"East","Forest"
"2129",1064,0,0,538247.943918,4559546.90276,"West","Prairie"
"2130",1064,184.681172801,47.9126177316,570579.786217,4583260.2641,"East","Forest"
"2131",1065,0.282050924174,0.0297268010552,536633.435347,4559550.57989,"West","Prairie"
"2132",1065,130.705526532,81.0648686521,572267.832267,4578452.32908,"East","Forest"
"2133",1066,0.347517379878,0.183837600343,539860.646591,4560350.99869,"West","Prairie"
"2134",1066,57.472113284,7.04741501301,567444.108401,4577669.3576,"East","Forest"
"2135",1067,44.5079218968,6.49511910841,536617.859218,4565966.66833,"West","Savanna"
"2136",1067,276.935497593,81.3886669576,569794.499628,4582472.15193,"East","Forest"
"2137",1068,0.672844757461,0.125805188754,536633.343979,4558743.38393,"West","Savanna"
"2138",1068,172.513937796,55.9450256189,571326.049014,4585673.12016,"East","Forest"
"2139",1069,0,0,542261.633928,4565996.23274,"West","Prairie"
"2140",1069,75.6720618827,24.0797806208,569824.409551,4580863.43447,"East","Forest"
"2141",1070,7.13723817559,4.42658616354,535813.338569,4561157.35779,"West","Savanna"
"2142",1070,136.02944395,60.9315887784,572132.468818,4586582.09122,"East","Forest"
"2143",1071,1.48522258858,0.52454365545,544700.013051,4558740.4467,"West","Savanna"
"2144",1071,66.6879411146,17.5714648348,573845.068318,4580063.09912,"East","Forest"
"2145",1072,0,0,539052.440534,4561147.16833,"West","Prairie"
"2146",1072,110.958458292,14.6181049783,572980.831826,4584084.98363,"East","Forest"
"2147",1073,7.41272053603,0.9164837484,538246.639769,4561144.27677,"West","Savanna"
"2148",1073,66.7396023996,7.60892752977,573864.579727,4579256.81047,"East","Forest"
"2149",1074,70.1143418786,34.6748023478,537440.739242,4559548.74742,"West","Forest"
"2150",1074,79.3178139573,35.0464905744,572166.743665,4584061.57333,"East","Forest"
"2151",1075,89.3173215492,99.3860296329,537426.465624,4564358.43375,"West","Forest"
"2152",1075,118.487840188,14.5293593029,573808.222124,4582494.51538,"East","Forest"
"2153",1076,8.5493933329,7.79767477835,539852.015201,4562754.98482,"West","Savanna"
"2154",1076,87.5891460333,8.87641507657,567430.414159,4578474.28676,"East","Forest"
"2155",1077,0.527515312226,0.307924939058,541460.239899,4564389.60933,"West","Savanna"
"2156",1077,121.584094615,54.4610919512,569005.665244,4581684.69886,"East","Forest"
"2157",1078,1.85087054491,0.915341549198,535807.96139,4564360.2036,"West","Savanna"
"2158",1078,118.9161745,14.7023944612,564995.039026,4579288.70428,"East","Forest"
"2159",1079,0.593802026076,0.506688534273,543870.274096,4562746.16007,"West","Savanna"
"2160",1079,74.1195130003,23.585740475,568911.23344,4586567.12874,"East","Forest"
"2161",1080,7.48996246259,4.93378599734,538238.416101,4563555.77146,"West","Savanna"
"2162",1080,100.893121718,17.3819217837,568945.488825,4584102.79234,"East","Forest"
"2163",1081,12.1616920782,2.09522291373,539866.266799,4558746.09611,"West","Savanna"
"2164",1081,287.940788068,37.9344552214,570649.507914,4579253.2586,"East","Forest"
"2165",1082,10.6279697222,1.03935744695,543884.531281,4561149.80918,"West","Savanna"
"2166",1082,1602.11298374,361.005365881,569712.99426,4585681.77581,"East","Forest"
"2167",1083,4.86877222055,3.64135590811,539035.471268,4564363.20518,"West","Savanna"
"2168",1083,78.0915786926,17.8854533141,572203.070184,4582452.16887,"East","Forest"
"2169",1084,148.566316782,24.0894924337,573023.56191,4580854.81037,"East","Forest"
"2170",1084,158.565364563,29.6477685193,537430.391469,4565967.58506,"West","Forest"
"2171",1085,5.9804202715,0.73939897785,537430.813953,4562754.04539,"West","Savanna"
"2172",1085,65.8143145449,31.7812209572,573794.916713,4584108.3867,"East","Forest"
"2173",1086,0.0901926483656,0.0477121462238,539836.592142,4564368.4781,"West","Prairie"
"2174",1086,332.209705471,231.963070215,573057.359206,4579256.81382,"East","Forest"
"2175",1087,11.1288009253,2.3740386448,536615.202625,4566789.89995,"West","Savanna"
"2176",1087,92.0438524853,47.2456194692,568914.829547,4585695.45648,"East","Forest"
"2177",1088,5.504258452,1.51724261494,543086.062121,4558738.76237,"West","Savanna"
"2178",1088,37.7432666674,9.19902663836,573781.572584,4584906.00971,"East","Savanna"
"2179",1089,9.11282072632,2.14253596981,538240.722836,4566790.84612,"West","Savanna"
"2180",1089,76.9252878572,132.254453212,572140.941661,4585678.14444,"East","Forest"
"2181",1090,0,0,543068.106334,4561951.34025,"West","Prairie"
"2182",1090,99.3466048743,36.445919424,570602.226769,4582451.78506,"East","Forest"
"2183",1091,33.2956903231,13.4969402467,543889.26398,4559540.9688,"West","Savanna"
"2184",1091,181.147818182,81.1414355967,570511.158742,4585668.08888,"East","Forest"
"2185",1092,304.49003729,136.390043218,569036.423955,4579266.80307,"East","Forest"
"2186",1092,1515.5387469,55.2913068901,544684.34717,4563562.75307,"West","Forest"
"2187",1093,0,0,573816.891368,4581681.95299,"East","Prairie"
"2188",1093,15.4831794675,0.627635426912,538242.928928,4565968.39428,"West","Savanna"
"2189",1094,0,0,568930.15698,4584899.12943,"East","Prairie"
"2190",1094,960.321495389,15.5712666897,544695.307586,4561151.0752,"West","Forest"
"2191",1095,5.66495607915,0.287047561407,544697.654956,4559541.6227,"West","Savanna"
"2192",1095,28.5782416394,4.43112748612,568241.513885,4577662.92048,"East","Savanna"
"2193",1096,0.127060136818,0.0623220873292,571362.048302,4584065.16044,"East","Prairie"
"2194",1096,371.418297009,15.9970364623,541476.379002,4560360.14025,"West","Forest"
"2195",1097,46.1361056257,1.72993572349,543080.87368,4559540.30733,"West","Savanna"
"2196",1097,142.848585217,58.4850167783,567406.722977,4580085.62401,"East","Forest"
"2197",1098,186.047071648,4.90211501875,542276.328768,4561154.78427,"West","Forest"
"2198",1098,271.793676982,158.653312011,564961.485642,4580909.08334,"East","Forest"
"2199",1099,0,0,541478.80263,4561161.02099,"West","Prairie"
"2200",1099,211.239308375,62.0811917112,569854.680989,4577650.20001,"East","Forest"
"2201",1100,0.100222262535,0.0325013567991,567383.727482,4582508.7762,"East","Prairie"
"2202",1100,4.94289879003,0.200368302826,543069.880838,4563566.04813,"West","Savanna"
"2203",1101,51.9834574841,0.658510167414,540668.521926,4561155.54048,"West","Forest"
"2204",1101,727.085066114,81.4206964477,565794.768065,4579297.08755,"East","Forest"
"2205",1102,0,0,532555.924587,4557932.31842,"West","Prairie"
"2206",1102,156.266909477,22.804304189,565777.506767,4580107.14388,"East","Forest"
"2207",1103,0,0,534996.789531,4563573.32202,"West","Prairie"
"2208",1103,758.187274014,38.41791623,565745.547586,4583327.60633,"East","Forest"
"2209",1104,0,0,534997.489888,4564379.90209,"West","Prairie"
"2210",1104,86.6500655631,9.13249714731,569030.486859,4580071.84352,"East","Forest"
"2211",1105,0,0,534998.028878,4565194.28056,"West","Prairie"
"2212",1105,274.143166524,66.2602573758,572212.31761,4581646.20457,"East","Forest"
"2213",1106,0,0,526099.425596,4561119.23771,"West","Prairie"
"2214",1106,78.5761173433,16.9214201929,573749.674083,4586602.12166,"East","Forest"
"2215",1107,0,0,526912.54218,4560314.40587,"West","Prairie"
"2216",1107,492.837175185,191.039076222,568210.635714,4580884.45941,"East","Forest"
"2217",1108,0,0,528519.820485,4563505.17864,"West","Prairie"
"2218",1108,73.9374483277,21.879360303,568148.211798,4584123.56586,"East","Forest"
"2219",1109,0,0,528516.024268,4564297.52539,"West","Prairie"
