FID,POINT_X,POINT_Y,Join,Surveyor,SurveyYear,State,County,cornerid,TreeNo,Group_,L2_tree,L1_tree,L3_tree,TDiameter,TDistance,TDegree,water,generalnotes,Line,AREASYMBOL,MUSYM,MUKEY,temp,precip,DEM,om_r,sandtotal_r,silttotal_r,claytotal_r,kwfact,awc_r,ksat_r,CLASS,NCCPI
3579,753265.09500,530986.88260,233133300440tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,Red Oak,R. oak,Oak,22,1.207008,96, , ,East,IN099,RopB,1702566,10.02999973,1014.940002,256.4594116,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Cultivated Crops,0.75
3580,778237.52910,515122.69060,232153640100tree2,S. Sibley,1833,IN,Kosciusko,NA,tree2,Oak,White Oak,W Oak,Oak,22,5.431536,282, , ,East,IN085,WlB,160929,10.11999989,989.4799805,265.820282,1,49.4900017,31.0100002,19.5,0.29,0.18,8.9799995,Cultivated Crops,0.75999999
3581,762514.92240,542727.37120,234143240600tree1,Reuben J. Dawson,1835,IN,Marshall,NA,tree1,Other,White Ash,w ash,Ash,22,1.207008,114, , ,East,IN099,BuuA,1702542,9.920000076,1004.47998,257.550293,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Deciduous Forest,0.790000021
3582,777469.42170,518330.80510,232153600300tree2,Reuben J. Dawson,1834,IN,Kosciusko,NA,tree2,Other,Beech,beech,Beech,22,12.07008,142, , ,East,IN085,Bc,160850,10.05000019,988.5800171,267.5030212,2.49,51,30.0400009,18.9599991,0.21,0.19,9.1700001,Cultivated Crops,0.779999971
3583,757357.84110,533203.40900,233133540600tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,beech,Beech,22,6.03504,232, , ,East,IN099,CwkB,2481936,9.989999771,1010.099976,254.842041,0.92,76.8600006,13.1800003,9.96,0.17,0.1,61.2599983,Cultivated Crops,0.560000002
3584,761520.31530,536335.15700,234143200200tree1,Reuben J. Dawson,1835,IN,Marshall,NA,tree1,Other,Blue Ash,blue ash,Ash,22,2.715768,129, , ,East,IN099,OndA,2481950,9.93999958,1004.429993,250.6715088,0.92,57.1100006,26.4699993,16.4200001,0.27,0.16,9.1700001,Developed_ Open Space,0.779999971
3585,753251.59790,530184.95390,233133300400tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Elm,elm,Elm,22,1.00584,275, , ,East,IN099,WtbA,2487341,10.02999973,1014.72998,256.3414612,1.29,40.6300011,37.5699997,21.7999992,0.32,0.19,9.3100004,Developed_ Open Space,0.889999986
3586,758402.31530,542086.69350,234133600540tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Black Ash,b ash,Ash,22,1.408176,42, , ,East,IN099,CvdA,1702545,9.920000076,1010.130005,249.6926117,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
3587,763857.66020,533035.72000,233143340600tree2,Reuben J. Dawson,1834,IN,Marshall,NA,tree2,Other,White Elm,w elm,Elm,22,2.615184,136, , ,East,IN099,ReyA,1702564,9.949999809,1001.140015,249.3861694,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Cultivated Crops,0.800000012
3588,747413.01730,551487.30990,235123500500tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Swamp Ash-I,swp ash,Ash,22,1.810512,108, , ,East,IN141,CvdA,200312,9.81000042,1034.869995,255.1216583,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
3589,749825.67070,551407.71360,235123640500tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Black Ash,b ash,Ash,22,5.431536,106, , ,East,IN141,CvdA,200312,9.81000042,1034.569946,253.848587,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
3590,753084.24970,551289.39940,235133240500tree1,Robert Clark Jr,1834,IN,Marshall,NA,tree1,Other,Linden,lynn,Basswood,22,2.414016,136, , ,East,IN141,BuuA,200283,9.81000042,1032.150024,252.8647003,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Cultivated Crops,0.790000021
3591,771428.49930,544228.93230,235153200100tree1,David Hillis,1829,IN,Elkhart,NA,tree1,Other,Basswood,Lynn,Basswood,22,12.673584,82, , ,East,IN039,UgrA,165508,9.920000076,990.4099731,264.5498962,1.37,15.04,18.1399994,10.8199997,0.11,0.08,4.0300002,Developed_ Low Intensity,0.360000014
3592,745670.44590,547546.39240,235123400240tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,beech,Beech,22,7.141464,276, , ,East,IN099,RopB,1702566,9.819999695,1030.410034,261.5524597,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Cultivated Crops,0.75
3593,777927.49620,546454.68670,235153600240tree2,Reuben J. Dawson,1834,IN,Elkhart,NA,tree2,Other,Basswood,Lynn,Basswood,22,7.242048,90, , ,East,IN039,CvdB,165352,9.829999924,979.9199829,259.6385193,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Hay/Pasture,0.550000012
3594,770703.91010,547458.11840,235153140300tree1,Reuben J. Dawson,1834,IN,Elkhart,NA,tree1,Other,Beech,Beech,Beech,22,1.408176,316, , ,East,IN039,CvdA,165351,9.859999657,992.1300049,266.2845459,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
3595,764394.27480,516144.18290,232143400140tree1,Reuben J. Dawson,1834,IN,Marshall,NA,tree1,Other,Beech,Beech,Beech,22,4.828032,82.5, , ,East,IN085,OrA,160898,9.899999619,1003.75,246.8816986,0.57,83.2200012,11.2700005,5.5100002,0.11,0.1,82.8499985,Cultivated Crops,0.560000002
3596,748890.75940,546606.16980,235123600200tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,beech,Beech,22,4.626864,148, , ,East,IN099,CvdA,1702545,9.850000381,1028.530029,252.7324829,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Open Space,0.560000002
3597,753721.84990,546449.69900,235133300200tree1,Robert Clark Jr,1834,IN,Marshall,NA,tree1,Other,Beech,Beech,Beech,22,7.443216,290, , ,East,IN099,ReyA,1702564,9.869999886,1022.130005,249.4228821,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Developed_ Open Space,0.800000012
3598,751433.41740,520546.37510,232133200400tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,Beech,Beech,22,3.621024,295, , ,East,IN099,ReyA,1702564,9.93999958,1014.76001,254.209259,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Cultivated Crops,0.800000012
3599,749260.64860,533549.71120,233123640600tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,Beech,Beech,22,9.454896,167, , ,East,IN099,OlcA,1702559,10.02000046,1018.549988,252.5825806,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,Cultivated Crops,0.660000026
3600,755885.00600,538184.31450,234133440300tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,beech,Beech,22,8.449056,198, , ,East,IN099,BshA,1702515,9.970000267,1012.630005,244.5824738,0.46,66.5899963,20.2700005,13.1400003,0.17,0.15,28.2299995,Developed_ Open Space,0.660000026
3601,750544.61340,520581.20080,232133140400tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,Beech,Beech,22,4.02336,34, , ,East,IN099,CvdA,1702545,9.949999809,1015.27002,262.9952698,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Open Space,0.560000002
3602,755421.64590,520385.27780,232133440400tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,Beech,Beech,22,5.431536,156, , ,East,IN099,RoqC2,2481965,9.93999958,1011.22998,248.0959473,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,Hay/Pasture,0.660000026
3603,758460.16590,543792.47870,234133600640tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,beech,Beech,22,4.224528,155, , ,East,IN099,CvdA,1702545,9.909999847,1011,251.5403442,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
3604,762702.42670,549365.50170,235143240400tree2,Reuben J. Dawson,1834,IN,St. Joseph,NA,tree2,Other,Beech,Beech,Beech,22,1.609344,214, , ,East,IN099,RopB,1702566,9.890000343,1005.909973,253.6150818,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75
3605,740973.96940,552438.94860,235113700540tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,Beech,Beech,22,0.804672,333, , ,East,IN141,CvdA,200312,9.760000229,1030.920044,254.7346802,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
3606,740967.37190,552429.09510,235113700540tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,Beech,Beech,22,11.466576,215, , ,East,IN141,RopB,200316,9.760000229,1030.920044,254.638443,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Cultivated Crops,0.75
3607,763429.46940,546914.93400,235143300240tree2,Reuben J. Dawson,1834,IN,St. Joseph,NA,tree2,Other,Beech,Beech,Beech,22,8.54964,234.25, , ,East,IN099,CnbC,1702544,9.899999619,1004.23999,262.9202881,0.39,91.75,5.4000001,2.8499999,0.02,0.07,55,Hay/Pasture,0.449999988
3608,761342.29030,524247.01490,232143200640tree2,Reuben J. Dawson,1834,IN,Marshall,NA,tree2,Other,Beech,Beech,Beech,22,6.839712,113, , ,East,IN099,CvdA,1702545,9.920000076,1004.960022,251.7850952,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
3609,746928.29480,536168.40270,234123500140tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Elm,elm,Elm,22,4.828032,328.75, , ,East,IN099,OlcA,1702559,10.01000023,1018.98999,248.4941559,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,Developed_ Open Space,0.660000026
3610,775050.38440,519973.17060,232153440400tree1,Reuben J. Dawson,1834,IN,Kosciusko,NA,tree1,Other,Beech,beech,Beech,22,10.460736,209, , ,East,IN085,CrB,160861,9.989999771,989.6900024,254.8047943,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Hay/Pasture,0.550000012
3611,762318.05570,536306.83570,234143240200tree1,Reuben J. Dawson,1835,IN,Marshall,NA,tree1,Other,Beech,beech,Beech,22,2.414016,294.5, , ,East,IN099,CvdA,1702545,9.93999958,1004.429993,249.5160217,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Open Space,0.560000002
3612,761698.86990,542765.58880,234143200600tree1,Reuben J. Dawson,1835,IN,Marshall,NA,tree1,Other,Beech,beech,Beech,22,2.816352,316.5, , ,East,IN099,BuuA,1702542,9.920000076,1005.51001,256.5737305,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Cultivated Crops,0.790000021
3613,753890.45400,552074.42630,235133300540tree1,Robert Clark Jr,1834,IN,Marshall,NA,tree1,Other,Beech,Beech,Beech,22,8.449056,241, , ,East,IN141,RopB,200316,9.800000191,1029.52002,257.1098022,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Cultivated Crops,0.75
3614,755231.55160,543925.26650,234133400640tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,beech,Beech,22,6.437376,228, , ,East,IN099,WciAH,2495705,9.909999847,1017.51001,243.2229919,1.58,58.0699997,26.3899994,16.5400009,0.28,0.15,28.5100002,Cultivated Crops,0.469999999
3615,763105.12120,531372.97080,233143300500tree1,Reuben J. Dawson,1834,IN,Marshall,NA,tree1,Other,Black Gum,B gum,Black gum,22,109.63656,127.5, , ,East,IN099,BsxA,2481932,9.949999809,1001.849976,249.4831543,0.6,86.9800034,8.7399998,4.2800002,0.1,0.09,91.7399979,Cultivated Crops,0.419999987
3616,756926.50240,517139.00200,232133540200tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,Beech,Beech,22,6.236208,289, , ,East,IN099,WkxD3,2495708,9.909999847,1011.869995,252.3981476,0.83,48.2299995,30.9500008,20.8199997,0.29,0.16,9.1700001,Developed_ Open Space,0.389999986
3617,748379.01310,531175.58940,233123600440tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Cherry,Cherry,Cherry,22,2.01168,99, , ,East,IN099,LpvB,2481940,10.02000046,1018.51001,253.1718445,1.54,46.0999985,34.7799988,19.1200008,0.29,0.17,9.1700001,Cultivated Crops,0.75999999
3618,756162.69920,547982.39500,235133440300tree2,Robert Clark Jr,1834,IN,Marshall,NA,tree2,Other,Black Ash,B ash,Ash,22,4.626864,329, , ,East,IN099,ReyA,1702564,9.859999657,1020.25,247.3783569,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Developed_ Low Intensity,0.800000012
3619,756581.30650,533240.30970,233133500600tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Elm,elm,Elm,22,0.603504,323, , ,East,IN099,BshA,1702515,9.989999771,1010.099976,252.6752777,0.46,66.5899963,20.2700005,13.1400003,0.17,0.15,28.2299995,Developed_ Open Space,0.660000026
3620,771451.28200,545828.78550,235153200200tree1,Reuben J. Dawson,1834,IN,Elkhart,NA,tree1,Other,Elm,Elm,Elm,22,4.928616,332.5, , ,East,IN039,CvdA,165351,9.880000114,990,262.8719177,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Low Intensity,0.560000002
3621,755204.47490,543062.65370,234133400600tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Elm,elm,Elm,22,5.833872,47, , ,East,IN099,BuuA,1702542,9.930000305,1015.679993,244.4069672,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Developed_ Open Space,0.790000021
3622,756790.95840,542959.39710,234133500600tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Elm,elm,Elm,22,4.425696,284, , ,East,IN099,RopA,1702565,9.920000076,1013.599976,247.7098236,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Cultivated Crops,0.75999999
3623,757941.13690,525924.23550,233133600140tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Hackberry,Hackberry,Hackberry,22,0.804672,285, , ,East,IN099,RopA,1702565,9.960000038,1008.080017,249.9051666,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75999999
3624,777970.40340,548069.22520,235153600340tree1,Reuben J. Dawson,1834,IN,Elkhart,NA,tree1,Other,Red Elm,R Elm,Elm,22,3.218688,137, , ,East,IN039,CvdB,165352,9.850000381,979.5800171,258.404541,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Open Space,0.550000012
3625,757720.47260,541309.32010,234133540500tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Elm,elm,Elm,22,148.059648,91.5, , ,East,IN099,CvdA,1702545,9.930000305,1011.080017,244.8912506,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
3626,746444.14260,521578.91160,232123500440tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Hickory,Hickory,Hickory,22,2.816352,327.5, , ,East,IN099,WtbA,2487341,9.960000038,1018.25,244.887619,1.29,40.6300011,37.5699997,21.7999992,0.32,0.19,9.3100004,Developed_ Open Space,0.889999986
3627,757282.34420,529983.47120,233133540400tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Sugar Maple,sugar,Maple,22,3.419856,115, , ,East,IN099,BuuA,1702542,9.979999542,1009.73999,254.0261536,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Cultivated Crops,0.790000021
3628,763009.03170,530639.89990,233143300440tree1,Reuben J. Dawson,1834,IN,Marshall,NA,tree1,Other,Maple,maple,Maple,22,3.319272,42.5, , ,East,IN099,WtbA,2487341,9.949999809,1001.809998,250.0805664,1.29,40.6300011,37.5699997,21.7999992,0.32,0.19,9.3100004,Developed_ Open Space,0.889999986
3629,736866.88660,548511.98260,235113440300tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Sugar Maple,Sugar,Maple,22,3.822192,143, , ,East,IN099,CvdA,1702545,9.850000381,1020.609985,231.6654053,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
3630,746893.31350,535367.05000,234123500100tree2,Robert Clark,1834,IN,Marshall,NA,tree2,Other,Beech,beech,Beech,22,15.288768,280.5, , ,East,IN099,Uam,2481970,10.01000023,1018.98999,251.1914368,0,0,0,0,0,0,0,Developed_ Low Intensity,NA
3631,777508.26320,523958.92850,232153600640tree2,Jere Smith,1836,IN,Kosciusko,NA,tree2,Other,Beech,beech,Beech,22,6.236208,227.75, , ,East,IN085,KtA,160877,9.930000305,988.5599976,249.6852112,0.92,54.8100014,25.5799999,19.6100006,0.18,0.14,12.9700003,Cultivated Crops,0.709999979
3632,754356.39410,541522.04690,234133340500tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Maple,maple,Maple,22,5.431536,241, , ,East,IN099,WtbA,2487341,9.93999958,1016.869995,241.9109497,1.29,40.6300011,37.5699997,21.7999992,0.32,0.19,9.3100004,Cultivated Crops,0.889999986
3633,759288.65990,544674.11300,235133640100tree2,Robert Clark Jr,1833,IN,Marshall,NA,tree2,Other,Sugar Maple,sugar,Maple,22,8.04672,300.75, , ,East,IN099,WtbA,2487341,9.890000343,1011.52002,252.6934357,1.29,40.6300011,37.5699997,21.7999992,0.32,0.19,9.3100004,Developed_ Open Space,0.889999986
3634,768915.09750,540904.04490,234143640500tree1,Reuben J. Dawson,1835,IN,Marshall,NA,tree1,Other,Sugar Maple,sugar,Maple,22,1.00584,253, , ,East,IN085,CrA,160860,9.930000305,995.5200195,253.8739014,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
3635,778920.29290,552047.44280,235153640600tree1,Reuben J. Dawson,1834,IN,Elkhart,NA,tree1,Other,Sugar Maple,Sugar,Maple,22,3.822192,40, , ,East,IN039,CvdA,165351,9.800000191,977.3200073,257.9099731,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Low Intensity,0.560000002
3636,750588.86210,522188.30180,232133140500tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Sugar Maple,Sugar,Maple,22,2.615184,42, , ,East,IN099,RopB,1702566,9.949999809,1015.099976,249.7690125,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Cultivated Crops,0.75
3637,775684.21970,552169.60770,235153440600tree1,Reuben J. Dawson,1834,IN,Elkhart,NA,tree1,Other,Sugar Maple,Sugar,Maple,22,4.02336,107, , ,East,IN039,CvdB,165352,9.779999733,983.3499756,266.1482544,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Low Intensity,0.550000012
3638,741514.08230,543556.86930,234123140600tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,beech,Beech,22,10.460736,177, , ,East,IN099,ReyA,1702564,9.960000038,1021.869995,249.2140503,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Cultivated Crops,0.800000012
3639,773958.94810,548988.99130,235153340400tree2,Reuben J. Dawson,1834,IN,Elkhart,NA,tree2,Other,Beech,Beech,Beech,22,5.632704,217, , ,East,IN039,CvdA,165351,9.779999733,987.0599976,269.7741394,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
3640,761227.64690,519442.70470,232143200340tree2,Reuben J. Dawson,1834,IN,Marshall,NA,tree2,Other,Aspen,Poplar,Poplar/tulip poplar,22,3.621024,312.5, , ,East,IN099,BufA,2481933,9.890000343,1006.719971,239.3870392,0.6,68.0599976,20.6900005,11.25,0.2,0.14,28.0499992,Developed_ Open Space,0.649999976
3641,762005.21430,553353.09590,235143200640tree1,Reuben J. Dawson,1834,IN,St. Joseph,NA,tree1,Other,Aspen,Aspen,Poplar,22,3.218688,101, , ,East,IN141,BuuA,200283,9.850000381,1008.849976,251.2373199,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Developed_ Open Space,0.790000021
3642,752710.28120,539993.36670,234133240400tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Aspen,Poplar,Poplar/tulip poplar,22,4.425696,100, , ,East,IN099,ReyA,1702564,9.979999542,1016.659973,244.3996429,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Woody Wetlands,0.800000012
3643,745320.96670,537004.83520,234123400200tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Aspen,Poplar,Poplar/tulip poplar,22,6.236208,87, , ,East,IN099,RopA,1702565,10.01000023,1019.070007,242.8981171,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Low Intensity,0.75999999
3644,779398.47330,542281.11710,234153700600tree1,Robert Clark,1833,IN,Kosciusko,NA,tree1,Other,Poplar,Poplar,Poplar/tulip poplar,22,7.845552,182.5, , ,East,IN085,Go,160866,9.890000343,979,249.1978149,2.1199999,84.8499985,7.71,7.4400001,0.11,0.09,56.1699982, ,0.49000001
3645,739991.90270,545249.26760,235113640100tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Aspen,Poplar,Poplar/tulip poplar,22,5.431536,51, , ,East,IN099,ReyA,1702564,9.970000267,1021.309998,247.734726,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Cultivated Crops,0.800000012
3646,778249.37420,515127.01160,232153640100tree1,S. Sibley,1833,IN,Kosciusko,NA,tree1,Other,custom,W Wood,Tulip poplar,22,8.650224,47.5, , ,East,IN085,WlB,160929,10.11999989,989.4799805,265.820282,1,49.4900017,31.0100002,19.5,0.29,0.18,8.9799995,Cultivated Crops,0.75999999
3647,736773.94460,545316.96170,235113440100tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Black Ash,B ash,Ash,22,6.437376,70.5, , ,East,IN099,SdzA,2453035,9.909999847,1019.659973,225.4140625,0.81,57.4000015,28.6499996,13.9499998,0.29,0.13,37.0499992,Cultivated Crops,0.560000002
3648,747003.33510,538584.81470,234123500300tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,Red Oak,r oak,Oak,21,11.667744,29, , ,East,IN099,OndA,2481950,10,1019.51001,249.3117065,0.92,57.1100006,26.4699993,16.4200001,0.27,0.16,9.1700001,Developed_ Open Space,0.779999971
3649,756828.93860,543857.42920,234133500640tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,Red Oak,r oak,Oak,21,5.0292,321, , ,East,IN099,CvdA,1702545,9.909999847,1014.26001,247.3154907,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
3650,771171.61430,534417.46180,234153200100tree1,Robert Clark,1833,IN,Kosciusko,NA,tree1,Oak,Red Oak,Red Oak,Oak,21,3.621024,32, , ,East,IN085,OrB,160899,9.960000038,992.710022,258.2061462,0.57,83.2200012,11.2700005,5.5100002,0.11,0.1,82.8499985,Developed_ Open Space,0.560000002
3651,744999.58430,545135.10670,235123340100tree1,Robert Clark Jr,9999,IN,Marshall,NA,tree1,Oak,White Oak,w oak,Oak,21,7.04088,38, , ,East,IN099,ReyA,1702564,9.909999847,1024.849976,255.5274048,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Cultivated Crops,0.800000012
3652,757874.15390,522752.38610,232133600540tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,White Oak,w oak,Oak,21,6.437376,328, , ,East,IN099,GdnA,2451235,9.93999958,1008.369995,239.7970581,3.53,77.1800003,13.3500004,9.4700003,0.14,0.11,16.25,Cultivated Crops,0.720000029
3653,747999.55510,519856.77870,232123600340tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Black Ash,B Ash,Ash,21,2.615184,256, , ,East,IN099,CvdA,1702545,9.930000305,1017.580017,253.7987366,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
3654,758090.76710,530757.33370,233133600440tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Linden,Lynn,Basswood,21,2.414016,100, , ,East,IN099,CvdA,1702545,9.989999771,1009,257.3525696,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
