FID,Join_Count,TARGET_FID,entryid,POINT_X,POINT_Y,TRP,Join,UniqueID,Surveyor,SurveyYear,State,County,cornerid,TreeNo,Group_,L2_tree,L1_tree,L3_tree,TDiameter,TDistance,TDegree,ecotype,ecotypenot,ecotype2,ecotypen_1,ecotype3,ecotypen_2,feature,featurenot,timbernote,understory,landnotes,landnotesv,waterwet_1,generalnot,Line,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,temp,precip,DEM,muname,om_r,sandtotal_,silttotal_,claytotal_,kwfact,kffact,awc_r,ksat_r,RASTERVALU,CLASS
370,1,4433, ,753105.6384,524519.4598, ,232133300640tree1,2.32E+11,David Hillis,1834,IN,Marshall, ,tree1,Oak,White Oak,w oak,Oak,15,37.014912,165, , , , , , , , , , , , , , ,East,IN099,4,HtbAN,1702550,9.970000267,1013.190002,238.9200592,"Houghton muck, drained, 0 to 1 percent slopes",0,0,0,0,0,0,0,0,82,Cultivated Crops
371,1,4436, ,774290.4424,528026.6712, ,233153400300tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,W. Oak,Oak,15,7.443216,233, , , , , , , , , , , , , , ,East,IN085,5,OrB,160899,9.920000076,990.7800293,257.5792236,"Ormas loamy sand, 2 to 6 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,21,"Developed, Open Space"
372,1,4449, ,779262.3241,534271.5549, ,234163100100tree2,2.34E+11,Robert Clark,1834,IN,Kosciusko, ,tree2,Other,Elm,Elm,Elm,15,39.831264,27, , , , , , , , , , , , , , ,East,IN085,5,Se,160916,9.880000114,986.2800293,255.3029785,"Sebewa loam, drained, 0 to 1 percent slopes",1.51,50.9300003,25.2099991,23.8600006,0.22,0.22,0.16,10.4099998,-9999, 
373,1,4450, ,775819.2956,515951.3294, ,232153500140tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Other,White Ash,w ash,Ash,15,0.603504,308, , , , , , , , , , , , , , ,East,IN085,5,AtA,160849,10.06999969,989.7999878,263.4730835,"Aubbeenaubbee fine sandy loam, moderately permeable substratum, 0 to 2 percent slopes",0.95,54.1599998,25.8799992,19.9599991,0.23,0.23,0.15,19.8400002,82,Cultivated Crops
374,1,4451, ,775933.9975,531226.1, ,233153500500tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Other,White Ash,W. Ash,Ash,15,3.419856,249, , , , , , , , , , , , , , ,East,IN085,5,ShA,160918,9.909999847,989.1300049,261.4586182,"Shipshe sandy loam, 0 to 2 percent slopes",1.9400001,62.25,19.2399998,18.5100002,0.08,0.15,0.15,29.3600006,21,"Developed, Open Space"
375,1,4456, ,771762.7657,515218.4279, ,232153240100tree2,2.32E+11,S. Sibley,1833,IN,Kosciusko, ,tree2,Other,Beech,beech,Beech,15,12.271248,329, , , , , , , , , , , , , , ,East,IN085,5,RlA,160909,10.03999996,994.2800293,257.5567322,"Riddles fine sandy loam, 0 to 2 percent slopes",0.9,46,33,21,0.28,0.28,0.16,12.9799995,21,"Developed, Open Space"
376,1,4476, ,763654.3718,520197.4682, ,232143340400tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Other,White Ash,w ash,Ash,15,2.5146,348.5, , , , , , , , , , , , , , ,East,IN099,4,WciAH,2495705,9.890000343,1001.859985,237.2814789,"Waterford-Cohoctah loams, 0 to 2 percent slopes, frequently flooded, brief duration",1.58,58.0699997,26.3899994,16.5400009,0.28,0.28,0.15,28.5100002,21,"Developed, Open Space"
377,1,4492, ,757743.1573,517916.1855, ,232133600240tree1,2.32E+11,David Hillis,1834,IN,Marshall, ,tree1,Other,Sugar Maple,sugar,Maple,15,2.212848,308, , , , , , , , , , , , , , ,East,IN099,4,RoqC2,2481965,9.899999619,1010.650024,239.5143738,"Riddles-Metea complex, 5 to 10 percent slopes, eroded",0.63,52.5699997,29.4500008,17.9799995,0.26,0.26,0.15,31.2999992,82,Cultivated Crops
378,1,4506, ,772640.5552,519222.3235, ,232153300340tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Other,Sycamore,sycamore,Sycamore,15,5.0292,77.5, , , , , , , , , , , , , , ,East,IN085,5,We,160928,9.970000267,991.4699707,249.9475098,"Washtenaw loam, gravelly substratum",2.1600001,50.2000008,34.25,15.5500002,0.26,0.27,0.2,9.0100002,41,Deciduous Forest
379,1,4507, ,754709.9165,523613.0845, ,232133400600tree2,2.32E+11,David Hillis,1834,IN,Marshall, ,tree2,Other,Tamarack,tamk,Tamarack,15,4.626864,16, , , , , , , , , , , , , , ,East,IN099,4,HtbAU,1702551,9.949999809,1011.099976,240.1115723,"Houghton muck, disintegration moraine, 0 to 2 percent slopes",0,0,0,0,0,0,0,0,82,Cultivated Crops
380,1,4509, ,764503.5364,521780.5784, ,232143400500tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,Bur Oak,burr oak,Oak,14,9.454896,29, , , , , , , , , , , , , , ,East,IN085,5,Gr,160867,9.890000343,1000.169983,237.2765503,"Gravelton-Palms, gravelly substratum complex, frequently flooded",2.0699999,74.9100037,11.4300003,13.6599998,0.15,0.16,0.12,37.3699989,90,Woody Wetlands
381,1,4513, ,764452.2896,520179.2926, ,232143400400tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,Bur Oak,burr oak,Oak,14,3.218688,296.5, , , , , , , , , , , , , , ,East,IN099,4,BshA,1702515,9.890000343,1000.97998,239.8793182,"Brady sandy loam, 0 to 1 percent slopes",0.46,66.5899963,20.2700005,13.1400003,0.17,0.17,0.15,28.2299995,82,Cultivated Crops
382,1,4514, ,766915.3836,524911.4228, ,233143540100tree2,2.33E+11,Robert Clark,1834,IN,Marshall, ,tree2,Oak,Spanish Oak,Sp Oak,Oak,14,35.807904,272, , , , , , , , , , , , , , ,East,IN085,5,Gr,160867,9.899999619,996.9199829,238.87323,"Gravelton-Palms, gravelly substratum complex, frequently flooded",2.0699999,74.9100037,11.4300003,13.6599998,0.15,0.16,0.12,37.3699989,95,Emergent Herbaceous Wetlands
383,1,4515, ,779106.1011,523958.6414, ,232153700640tree2,2.32E+11,S. Sibley,1833,IN,Kosciusko, ,tree2,Oak,White Oak,w oak,Oak,14,14.282928,234.5, , , , , , , , , , , , , , ,East,IN085,5,Sn,160920,9.930000305,988.1300049,246.6510468,"Shoals loam, gravelly substratum, occasionally flooded",1.53,40.9700012,38.7299995,20.2999992,0.34,0.34,0.18,9.1700001,41,Deciduous Forest
384,1,4517, ,777434.5725,515927.4002, ,232153600140tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,w oak,Oak,14,3.621024,273.75, , , , , , , , , , , , , , ,East,IN085,5,MbA,160882,10.13000011,989.2399902,270.3801575,"Metea loamy sand, 0 to 2 percent slopes",0.53,76.25,17.0900002,6.6599998,0.18,0.18,0.11,79.6699982,21,"Developed, Open Space"
385,1,4518, ,766148.1497,524939.3849, ,233143500100tree1,2.33E+11,Robert Clark,1834,IN,Marshall, ,tree1,Oak,White Oak,w oak,Oak,14,12.07008,0, , , , , , , , , , , , , , ,East,IN085,5,Gm,160865,9.909999847,998.4699707,239.8797455,"Gilford mucky sandy loam, gravelly substratum",4.27,70.1500015,17.7199993,12.1300001,0.14,0.14,0.14,35.2200012,90,Woody Wetlands
386,1,4521, ,779126.7755,525563.0952, ,233153700140tree1,2.33E+11,Robert Clark Jr,1833,IN,Kosciusko, ,tree1,Oak,Spanish Oak,Sp. Oak,Oak,14,3.01752,222, , , , , , , , , , , , , , ,East,IN085,5,Se,160916,9.890000343,988.0599976,253.5449677,"Sebewa loam, drained, 0 to 1 percent slopes",1.51,50.9300003,25.2099991,23.8600006,0.22,0.22,0.16,10.4099998,23,"Developed, Medium Intensity"
387,1,4524, ,769526.0432,532944.4088, ,233143700600tree2,2.33E+11,Robert Clark,1834,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,14,5.0292,329, , , , , , , , , , , , , , ,East,IN085,5,BoB,160853,9.970000267,993.4500122,259.2194214,"Boyer loamy sand, 1 to 6 percent slopes",0.96,79.3000031,11.4899998,9.21,0.08,0.08,0.09,76.4000015,21,"Developed, Open Space"
388,1,4525, ,774223.8897,518383.9274, ,232153400300tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,Red Oak,r oak,Oak,14,5.833872,314, , , , , , , , , , , , , , ,East,IN085,5,WlB,160929,10,990.2600098,263.1342773,"Wawasee fine sandy loam, 2 to 6 percent slopes",1,49.4900017,31.0100002,19.5,0.29,0.29,0.18,8.9799995,21,"Developed, Open Space"
389,1,4527, ,758580.643,518706.3608, ,232133640300tree2,2.32E+11,David Hillis,1834,IN,Marshall, ,tree2,Oak,Red Oak,Red Oak,Oak,14,8.04672,64, , , , , , , , , , , , , , ,East,IN099,4,WciAH,2495705,9.890000343,1009.460022,233.8895264,"Waterford-Cohoctah loams, 0 to 2 percent slopes, frequently flooded, brief duration",1.58,58.0699997,26.3899994,16.5400009,0.28,0.28,0.15,28.5100002,41,Deciduous Forest
390,1,4528, ,771064.367,523277.4028, ,232153200600tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,w oak,Oak,14,4.425696,89.25, , , , , , , , , , , , , , ,East,IN085,5,OrA,160898,9.909999847,993.2600098,245.2381134,"Ormas loamy sand, 0 to 2 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,82,Cultivated Crops
391,1,4532, ,767864.419,533721.7242, ,233143600640tree1,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Oak,Bur Oak,burr oak,Oak,14,49.28616,262.5, , , , , , , , , , , , , , ,East,IN085,5,Pa,160904,9.949999809,995.960022,253.8444519,"Palms muck, drained",1.5,41,38,21,0.32,0.32,0.18,7.7600002,82,Cultivated Crops
392,1,4536, ,769371.8833,525699.5028, ,233143700140tree1,2.33E+11,Robert Clark,1834,IN,Marshall, ,tree1,Oak,White Oak,w oak,Oak,14,30.577536,310, , , , , , , , , , , , , , ,East,IN085,5,OrB,160899,9.909999847,995.2399902,242.727356,"Ormas loamy sand, 2 to 6 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,82,Cultivated Crops
393,1,4538, ,771101.8556,532093.5138, ,233153200540tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,Red Oak,R Oak,Oak,14,40.2336,260.75, , , , , , , , , , , , , , ,East,IN085,5,RxB,160913,9.970000267,992.8599854,258.0197754,"Riddles-Ormas-Kosciusko complex, 2 to 6 percent slopes",0.81,66.1800003,20.8799992,12.9399996,0.19,0.2,0.13,38.7599983,21,"Developed, Open Space"
394,1,4539, ,769526.9763,533692.2152, ,233143700640tree2,2.33E+11,Robert Clark,1834,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,14,13.478256,263, , , , , , , , , , , , , , ,East,IN085,5,KoB,160874,9.960000038,994.2600098,258.62677,"Kosciusko sandy loam, 2 to 6 percent slopes",1,64.8099976,17.1299992,18.0599995,0.13,0.18,0.14,12.9700003,21,"Developed, Open Space"
395,1,4540, ,778385.3398,516718.5786, ,232153640200tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,w oak,Oak,14,128.144016,88, , , , , , , , , , , , , , ,East,IN085,5,RlD,160912,10.10000038,988.7999878,272.7009888,"Riddles fine sandy loam, 12 to 18 percent slopes",0.9,46,33,21,0.28,0.28,0.16,12.9799995,41,Deciduous Forest
396,1,4542, ,772649.4359,522419.6165, ,232153300540tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,w oak,Oak,14,3.822192,30.5, , , , , , , , , , , , , , ,East,IN085,5,OrB,160899,9.909999847,991.1699829,245.0307007,"Ormas loamy sand, 2 to 6 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,90,Woody Wetlands
397,1,4543, ,753250.8852,525345.1508, ,233133300100tree1,2.33E+11,David Hillis,1834,IN,Marshall, ,tree1,Oak,White Oak,W. Oak,Oak,14,161.739072,89.5, , , , , , , , , , , , , , ,East,IN099,4,ReyA,1702564,9.989999771,1013.25,243.3230133,"Rensselaer loam, 0 to 1 percent slopes",3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,82,Cultivated Crops
398,1,4560, ,779120.6171,534242.8588, ,234163100100tree1,2.34E+11,Robert Clark,1834,IN,Kosciusko, ,tree1,Other,White Ash,W. Ash,Ash,14,122.511312,271, , , , , , , , , , , , , , ,East,IN085,5,Se,160916,9.880000114,986.2800293,255.5048065,"Sebewa loam, drained, 0 to 1 percent slopes",1.51,50.9300003,25.2099991,23.8600006,0.22,0.22,0.16,10.4099998,82,Cultivated Crops
399,1,4595, ,753100.8323,522079.152, ,232133300500tree2,2.32E+11,David Hillis,1834,IN,Marshall, ,tree2,Other,Beech,Beech,Beech,14,6.638544,129, , , , , , , , , , , , , , ,East,IN099,4,OndA,2481950,9.949999809,1013.390015,243.8070221,"Owosso sandy loam, 0 to 2 percent slopes",0.92,57.1100006,26.4699993,16.4200001,0.27,0.27,0.16,9.1700001,21,"Developed, Open Space"
400,1,4628, ,765268.7498,520166.1475, ,232143440400tree1,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Other,Elm,elm,Elm,14,4.425696,348, , , , , , , , , , , , , , ,East,IN085,5,Se,160916,9.890000343,1000.97998,240.861969,"Sebewa loam, drained, 0 to 1 percent slopes",1.51,50.9300003,25.2099991,23.8600006,0.22,0.22,0.16,10.4099998,24,"Developed, High Intensity"
401,1,4631, ,773464.0661,524823.4426, ,233153340100tree1,2.33E+11,Robert Clark Jr,1833,IN,Kosciusko, ,tree1,Other,Hickory,Hickory,Hickory,14,13.478256,46.75, , , , , , , , , , , , , , ,East,IN085,5,MaB,160880,9.960000038,990.2399902,250.4141998,"Martinsville sandy loam, 2 to 6 percent slopes",1.04,55.6800003,26.1399994,18.1800003,0.26,0.26,0.17,17.9400005,82,Cultivated Crops
402,1,4647, ,775880.3693,520771.8805, ,232153500440tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Other,Beech,beech,Beech,14,9.656064,103, , , , , , , , , , , , , , ,East,IN085,5,Uf,160923,10.02000046,989.0100098,260.8592529,Udorthents-Urban land complex,0,0,0,0,0,0,0,0,21,"Developed, Open Space"
403,1,4655, ,767909.6551,532953.7918, ,233143600600tree1,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Other,Aspen,aspen,Poplar,14,13.277088,99.5, , , , , , , , , , , , , , ,East,IN085,5,RlA,160909,9.960000038,995.8400269,256.5451355,"Riddles fine sandy loam, 0 to 2 percent slopes",0.9,46,33,21,0.28,0.28,0.16,12.9799995,21,"Developed, Open Space"
404,1,4657, ,774426.1531,534319.0242, ,234153400100tree2,2.34E+11,Robert Clark,1833,IN,Kosciusko, ,tree2,Other,Aspen,Aspen,Poplar,14,15.0876,137.75, , , , , , , , , , , , , , ,East,IN085,5,Se,160916,9.920000076,988.75,254.5545349,"Sebewa loam, drained, 0 to 1 percent slopes",1.51,50.9300003,25.2099991,23.8600006,0.22,0.22,0.16,10.4099998,41,Deciduous Forest
405,1,4660, ,753905.7248,525313.2441, ,233133340100tree1,2.33E+11,David Hillis,1834,IN,Marshall, ,tree1,Other,Aspen,Poplar,Poplar/tulip poplar,14,7.845552,72, , , , , , , , , , , , , , ,East,IN099,4,WtbA,2487341,9.979999542,1012.549988,244.1319122,"Whitaker loam, 0 to 1 percent slopes",1.29,40.6300011,37.5699997,21.7999992,0.32,0.32,0.19,9.3100004,82,Cultivated Crops
406,1,4665, ,767825.1638,528132.733, ,233143600300tree1,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Other,Tamarack,tamarac,Tamarack,14,14.08176,47.5, , , , , , , , , , , , , , ,East,IN085,5,Sf,160917,9.899999619,995.8499756,241.0489655,Sebewa mucky loam,6.46,47.2900009,27.75,24.9599991,0.19,0.19,0.17,16.6000004,21,"Developed, Open Space"
407,1,4671, ,775075.1042,524804.8499, ,233153440100tree1,2.33E+11,Robert Clark Jr,1833,IN,Kosciusko, ,tree1,Oak,Black Oak,B. Oak,Oak,13,5.230368,8, , , , , , , , , , , , , , ,East,IN085,5,Wt,160932,9.93999958,989.7999878,250.0835114,Whitaker loam,1.29,40.6300011,37.5699997,21.7999992,0.32,0.32,0.19,9.3100004,82,Cultivated Crops
408,1,4673, ,757772.6068,519526.1314, ,232133600340tree2,2.32E+11,David Hillis,1834,IN,Marshall, ,tree2,Oak,Bur Oak,burr oak,Oak,13,6.236208,353, , , , , , , , , , , , , , ,East,IN099,4,WciAH,2495705,9.899999619,1009.700012,233.9184723,"Waterford-Cohoctah loams, 0 to 2 percent slopes, frequently flooded, brief duration",1.58,58.0699997,26.3899994,16.5400009,0.28,0.28,0.15,28.5100002,21,"Developed, Open Space"
409,1,4674, ,779129.6229,521591.8956, ,232153700500tree2,2.32E+11,S. Sibley,1833,IN,Kosciusko, ,tree2,Oak,White Oak,w oak,Oak,13,36.21024,33, , , , , , , , , , , , , , ,East,IN085,5,Ht,160871,9.93999958,988.1500244,249.8899689,"Houghton muck, undrained",0,0,0,0,0,0,0,0,-9999, 
410,1,4675, ,770206.5123,524884.8272, ,233153140100tree2,2.33E+11,Robert Clark Jr,1833,IN,Kosciusko, ,tree2,Oak,White Oak,W. Oak,Oak,13,31.18104,318.75, , , , , , , , , , , , , , ,East,IN085,5,Gf,160864,9.930000305,993.8400269,242.638916,"Gilford sandy loam, gravelly substratum",2.1700001,70.1500015,17.7199993,12.1300001,0.14,0.14,0.15,35.2200012,82,Cultivated Crops
411,1,4676, ,757798.4789,520325.0716, ,232133600400tree2,2.32E+11,David Hillis,1834,IN,Marshall, ,tree2,Oak,Bur Oak,burr oak,Oak,13,9.05256,58, , , , , , , , , , , , , , ,East,IN099,4,GdnA,2451235,9.899999619,1009.280029,237.1930389,"Gilford mucky sandy loam, 0 to 1 percent slopes, gravelly subsoil",3.53,77.1800003,13.3500004,9.4700003,0.14,0.14,0.11,16.25,81,Hay/Pasture
412,1,4677, ,770353.1131,534435.136, ,234153140100tree2,2.34E+11,Robert Clark,1833,IN,Kosciusko, ,tree2,Oak,White Oak,W. Oak,Oak,13,9.05256,298, , , , , , , , , , , , , , ,East,IN085,5,OrA,160898,9.960000038,994.3200073,258.412323,"Ormas loamy sand, 0 to 2 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,21,"Developed, Open Space"
413,1,4678, ,771049.6166,523282.9592, ,232153200600tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,w oak,Oak,13,11.667744,296, , , , , , , , , , , , , , ,East,IN085,5,OrA,160898,9.909999847,993.2600098,245.2381134,"Ormas loamy sand, 0 to 2 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,21,"Developed, Open Space"
414,1,4680, ,771080.1406,524851.3344, ,233153200100tree1,2.33E+11,Robert Clark Jr,1833,IN,Kosciusko, ,tree1,Oak,White Oak,W. Oak,Oak,13,14.886432,81.25, , , , , , , , , , , , , , ,East,IN085,5,RlB,160910,10,993.1099854,257.2277222,"Riddles fine sandy loam, 2 to 6 percent slopes",0.9,46,33,21,0.28,0.28,0.16,12.9799995,22,"Developed, Low Intensity"
415,1,4683, ,768608.5132,521649.6342, ,232143640500tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,13,94.347792,124.5, , , , , , , , , , , , , , ,East,IN085,5,BoB,160853,9.909999847,995.0100098,241.8100586,"Boyer loamy sand, 1 to 6 percent slopes",0.96,79.3000031,11.4899998,9.21,0.08,0.08,0.09,76.4000015,41,Deciduous Forest
416,1,4684, ,771042.2022,521662.2451, ,232153200500tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,w oak,Oak,13,5.632704,200.5, , , , , , , , , , , , , , ,East,IN085,5,OrA,160898,9.909999847,993.3599854,245.8445282,"Ormas loamy sand, 0 to 2 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,21,"Developed, Open Space"
417,1,4685, ,779218.6461,533523.6115, ,233153700640tree2,2.33E+11,Robert Clark Jr,1833,IN,Kosciusko, ,tree2,Oak,White Oak,W. Oak,Oak,13,15.691104,243, , , , , , , , , , , , , , ,East,IN085,5,CaA,160857,9.880000114,986.2800293,256.9668274,"Carmi loam, 0 to 2 percent slopes",1.5599999,56.7999992,27.9300003,15.2700005,0.2,0.21,0.15,28.2299995,82,Cultivated Crops
418,1,4686, ,766296.9049,530613.6489, ,233143500440tree2,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,Bur Oak,burr oak,Oak,13,85.697568,50.75, , , , , , , , , , , , , , ,East,IN085,5,Re,160908,9.930000305,998.1900024,248.5745239,Rensselaer loam,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,82,Cultivated Crops
419,1,4722, ,766141.9872,524930.6733, ,233143500100tree2,2.33E+11,Robert Clark,1834,IN,Marshall, ,tree2,Other,Black Ash,b ash,Ash,13,6.638544,298.25, , , , , , , , , , , , , , ,East,IN085,5,Ht,160871,9.909999847,998.4699707,239.6743164,"Houghton muck, undrained",0,0,0,0,0,0,0,0,90,Woody Wetlands
420,1,4737, ,762812.8457,517795.2683, ,232143300240tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,Red Oak,R Oak,Oak,12,10.460736,45.5, , , , , , , , , , , , , , ,East,IN099,4,GdnA,2451235,9.890000343,1005.309998,242.6046143,"Gilford mucky sandy loam, 0 to 1 percent slopes, gravelly subsoil",3.53,77.1800003,13.3500004,9.4700003,0.14,0.14,0.11,16.25,82,Cultivated Crops
421,1,4738, ,762901.1949,521812.8482, ,232143300500tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,Red Oak,R Oak,Oak,12,7.744968,97, , , , , , , , , , , , , , ,East,IN099,4,PnyA,2481952,9.899999619,1002.75,239.5797882,"Pinhook sandy loam, 0 to 2 percent slopes",1.89,69.4100037,22.0799999,8.5100002,0.17,0.17,0.14,35.2200012,82,Cultivated Crops
422,1,4742, ,766260.3568,532173.0706, ,233143500540tree1,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Oak,Bur Oak,burr oak,Oak,12,7.141464,59.5, , , , , , , , , , , , , , ,East,IN085,5,Se,160916,9.93999958,998.289978,248.9365692,"Sebewa loam, drained, 0 to 1 percent slopes",1.51,50.9300003,25.2099991,23.8600006,0.22,0.22,0.16,10.4099998,21,"Developed, Open Space"
423,1,4745, ,757862.9436,521935.3349, ,232133600500tree1,2.32E+11,David Hillis,1834,IN,Marshall, ,tree1,Oak,Jack Oak-IA,jack oak,Oak,12,3.419856,55, , , , , , , , , , , , , , ,East,IN099,4,GdnA,2451235,9.909999847,1008.590027,238.695694,"Gilford mucky sandy loam, 0 to 1 percent slopes, gravelly subsoil",3.53,77.1800003,13.3500004,9.4700003,0.14,0.14,0.11,16.25,21,"Developed, Open Space"
424,1,4746, ,776630.2969,516745.2818, ,232153540200tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,w oak,Oak,12,7.141464,297.5, , , , , , , , , , , , , , ,East,IN085,5,WlB,160929,10.07999992,989.3200073,269.2510376,"Wawasee fine sandy loam, 2 to 6 percent slopes",1,49.4900017,31.0100002,19.5,0.29,0.29,0.18,8.9799995,82,Cultivated Crops
425,1,4748, ,753907.5144,523686.3537, ,232133340600tree1,2.32E+11,David Hillis,1834,IN,Marshall, ,tree1,Oak,Bur Oak,burr oak,Oak,12,1.408176,16, , , , , , , , , , , , , , ,East,IN099,4,HtbAN,1702550,9.949999809,1012.48999,237.6144409,"Houghton muck, drained, 0 to 1 percent slopes",0,0,0,0,0,0,0,0,41,Deciduous Forest
426,1,4753, ,756318.6138,523644.9562, ,232133500600tree2,2.32E+11,David Hillis,1834,IN,Marshall, ,tree2,Oak,Bur Oak,burr oak,Oak,12,73.627488,359, , , , , , , , , , , , , , ,East,IN099,4,GdnA,2451235,9.949999809,1010.380005,240.1370087,"Gilford mucky sandy loam, 0 to 1 percent slopes, gravelly subsoil",3.53,77.1800003,13.3500004,9.4700003,0.14,0.14,0.11,16.25,82,Cultivated Crops
427,1,4755, ,772663.8671,526472.2286, ,233153300200tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,W. Oak,Oak,12,40.434768,356.5, , , , , , , , , , , , , , ,East,IN085,5,He,160869,9.909999847,991.2700195,241.5129089,Histosols and Aquolls,0,0,0,0,0,0,0,0,95,Emergent Herbaceous Wetlands
428,1,4756, ,771833.6408,520030.5915, ,232153240400tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,w oak,Oak,12,8.04672,188.5, , , , , , , , , , , , , , ,East,IN085,5,He,160869,9.949999809,992.039978,249.6842957,Histosols and Aquolls,0,0,0,0,0,0,0,0,21,"Developed, Open Space"
429,1,4757, ,771018.0625,520095.7839, ,232153200400tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,w oak,Oak,12,42.044112,349.5, , , , , , , , , , , , , , ,East,IN085,5,OrB,160899,9.93999958,992.8499756,244.1653137,"Ormas loamy sand, 2 to 6 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,82,Cultivated Crops
430,1,4758, ,757073.991,523694.3182, ,232133540600tree2,2.32E+11,David Hillis,1834,IN,Marshall, ,tree2,Oak,Bur Oak,burr oak,Oak,12,132.569712,344, , , , , , , , , , , , , , ,East,IN099,4,BuuA,1702542,9.949999809,1009.659973,241.3160248,"Brookston loam, 0 to 1 percent slopes",2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.26,0.18,9.1700001,82,Cultivated Crops
